oshpd_id9,oshpd_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Childrens_or_Cancer_Center,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Not_Defined_Elsewhere,Critical_Access_Hospital,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Invalid,Dx_Births,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_Dx_Invalid,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear
106381154,381154,UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,94122,,YES,12,8,162g,,04 - West Bay,San Francisco,General Acute Care,University of California,General Medical / Surgical,582,Basic,14778,12649,,,1780,1805,5007,4408,3941,3662,2878,1805,1774,356,11,1210,4595,2079,95,3081,3538,12829,106,113,,42,163,8,19,34,,412,3,26458,69,,,5284,6450,948,11575,3170,415,142,720,13,989,358,1389,455,5024,2108,102,1778,157,10,1857,1694,1184,9032,,,1748,30,52,7,289,,310,164,21391,2584,211,432,48,129,32,,27427,2671,23949,807,3753,3836,,,302,592,542,856,1276,1193,1067,1312,134,315,,1669,1112,885,471,14,3407,31,83,117,284,1328,197,52,31,4802,687,8,0,0,0,0,0,1690,3459,38,2022,380,17,224,1249,22,1111,365,436,547,861,194,482,261,20,123,922,247,488,1,19,,271,49,668,15,35,221,24,6117,73,12,8,43,50,2,1,,7589,1276,5968,345,2011
106382715,382715,CHINESE HOSPITAL,845 JACKSON STREET,SAN FRANCISCO,94133,,NO,13,3,162a,,04 - West Bay,San Francisco,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,54,Standby,2223,1968,,,168,166,303,230,383,424,519,970,1018,10,,3751,139,48,,16,14,223,57,57,,2,,,,4,,,,4069,2,,,830,1344,87,1682,248,6,12,112,,234,99,246,56,1028,285,6,141,65,,62,325,123,1391,,,480,5,21,1,22,23,14,45,3123,388,9,25,1,31,3,,4191,3610,575,6,762,740,,,1,9,8,36,70,145,465,768,,,,1474,5,1,2,,20,,36,13,58,475,2,,9,707,202,,0,0,0,0,0,110,1286,27,66,13,,31,262,,291,71,72,54,97,18,130,11,,2,334,23,106,,,,101,5,85,,1,37,5,1249,7,1,4,5,1,1,,,1502,1436,66,,2011
106390846,390846,DAMERON HOSPITAL,525 WEST ACACIA,STOCKTON,95203,,NO,17,5,169b,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,202,Basic,20761,15700,,,5775,4490,6440,4698,4513,3785,2341,1515,1497,1407,,3079,9292,12716,8,635,1,10730,380,1312,,66,5,2,,15,,195,1,34166,319,,,16167,5692,943,9489,4170,855,142,858,9,1649,591,2011,1029,8110,1828,39,2118,858,39,957,4837,1737,8790,4,,2287,182,177,33,533,31,124,516,27602,3342,169,1100,117,206,42,,36461,446,34626,1389,2501,2043,,,137,251,345,465,772,769,786,829,64,126,,591,857,1063,72,,1961,,130,100,192,283,26,56,36,2893,828,,0,0,0,0,0,1226,2145,43,906,224,67,81,822,4,742,245,290,307,316,56,69,73,1,34,868,133,427,1,8,,179,31,140,16,5,15,12,4033,38,7,22,30,9,6,1,,4544,199,4162,183,2011
106390923,390923,LODI MEMORIAL HOSPITAL,975 SOUTH FAIRMONT AVENUE,LODI,95240,,NO,10,14,166,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,190,Basic,14202,11660,3,,3746,2916,4004,3083,2957,2631,1972,1603,1987,966,,714,548,7441,12,479,119,16552,882,1360,,110,8,4,,,171,117,,22987,226,,,9314,5604,1696,5550,3701,899,111,689,5,1480,442,1582,391,6026,1230,47,1409,1101,35,756,2713,975,5974,,,2020,185,276,6,330,6,137,259,19180,2258,170,720,99,195,24,,25865,386,22205,3274,2785,2338,,,113,234,273,435,649,790,951,1505,50,123,,155,64,820,42,13,4026,3,207,67,218,732,35,13,52,2672,1127,,0,0,0,0,0,782,3194,80,662,405,81,77,943,1,869,230,244,710,394,79,91,96,2,50,773,151,327,,5,,261,58,194,11,21,154,8,4283,61,4,18,33,10,6,1,,5123,91,4636,396,2011
106391010,391010,SAN JOAQUIN GENERAL HOSPITAL,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,,NO,17,5,169b,,06 - North San Joaquin,San Joaquin,General Acute Care,City and/or County,General Medical / Surgical,196,Basic,17792,20905,,,2931,3137,7401,5984,6927,6754,3077,1053,500,933,,3038,7372,15731,56,837,107,11556,2744,3522,10,47,,,,,1830,12,,30448,84,,,12742,3222,5802,2007,14924,1061,257,1270,16,2813,1025,2226,942,6590,2998,86,2106,1619,89,1191,3867,2115,8425,,1,1806,76,187,23,1006,38,158,412,30316,2791,164,1123,218,177,202,,38697,1385,31373,5939,1594,2671,,,134,456,477,728,1093,718,315,185,66,93,,476,704,1641,60,14,1363,7,144,120,138,80,34,,,3069,347,333,0,0,0,0,0,1229,879,473,162,1522,69,59,715,4,791,266,210,475,594,59,103,83,3,32,401,184,207,2,8,,151,18,200,96,6,191,15,3285,68,11,132,33,25,33,1,,4265,252,3292,721,2011
106391042,391042,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,,NO,17,5,169a,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,338,Basic,21955,17261,,,5905,4153,6724,4715,4849,4261,2809,1866,2276,1658,,2927,7303,16159,151,810,249,11617,536,2529,22,189,29,19,17,16,,264,9,35414,170,,2,18700,7983,1047,5930,5556,1217,144,822,10,1942,547,2053,568,7511,2621,68,2127,1934,62,1474,4560,1705,9851,,,2659,145,274,26,630,47,79,443,30521,2818,147,941,139,238,109,,39216,668,34887,3661,4917,4366,,,203,435,519,865,1465,1648,1547,2308,119,174,,969,1187,2742,198,28,4130,29,125,196,528,1223,126,106,78,5068,1831,2,0,0,0,0,0,2281,5204,92,1208,498,101,146,1809,8,1295,451,581,1057,927,129,265,235,5,103,1386,260,500,5,20,,507,109,609,77,46,464,25,7094,136,18,81,46,37,32,2,,9283,380,8210,693,2011
106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BOULEVARD,TRACY,95376,,NO,17,5,163,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,82,Basic,16577,12883,1,,5140,3681,4310,4276,4092,2983,1639,1199,1046,1095,,2151,3241,10581,99,1780,58,11551,300,80,42,44,46,17,,118,16,134,47,28418,157,34,8,10336,3622,931,9320,5252,691,80,455,6,1469,392,1664,1096,6174,1874,20,2758,498,20,800,4060,1246,6158,,,1937,130,168,13,248,5,152,300,22568,2751,105,793,96,166,28,1,29461,1228,24603,3630,1222,1036,,,56,122,183,253,330,406,361,499,9,39,,198,187,586,137,,1142,8,141,21,81,54,102,2,12,1523,322,,0,0,0,0,0,355,1185,36,467,215,25,55,345,,486,143,140,237,189,31,51,65,,27,317,54,88,2,3,,108,33,132,6,2,105,6,1802,36,3,9,10,4,2,,,2258,214,1828,216,2011
106392287,392287,DOCTORS HOSPITAL OF MANTECA,1205 EAST NORTH STREET,MANTECA,95336,,NO,26,5,164.1,,06 - North San Joaquin,San Joaquin,General Acute Care,Investor - Corporation,General Medical / Surgical,73,Basic,13697,10378,,,4191,2886,4056,3355,2874,2242,1369,1106,1061,935,,370,1134,7396,24,1237,230,13684,293,332,,40,9,3,,,,47,5,23275,71,,,2120,3604,1558,13538,3255,514,76,461,5,1350,367,1330,632,6051,1390,15,2036,597,33,696,3163,1110,4249,,,1595,126,137,16,222,12,89,319,18032,2539,123,679,51,121,14,,24075,208,22857,1010,1317,975,,,39,89,95,157,292,424,478,698,2,18,,55,77,349,66,12,1728,5,90,29,81,206,11,6,23,1408,438,,0,0,0,0,0,75,1533,41,533,110,23,54,435,3,402,141,166,154,219,50,64,47,3,21,342,47,120,,1,,166,31,187,5,8,93,6,1679,40,3,13,18,42,,1,,2292,17,2217,58,2011
106394009,394009,KAISER FND HOSP-MANTECA,1777 WEST YOSEMITE AVENUE,MANTECA,95336,,NO,26,5,164.1,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,61,Basic,27112,21889,,,6000,6203,6120,5844,6881,6379,4396,3410,2792,976,,3099,3750,15197,257,1231,432,25035,695,366,1,60,9,60,47,22,6,261,8,46762,230,462,12,2070,8963,260,34001,3707,832,328,1700,12,3080,943,2713,1220,11190,3221,97,3100,1057,64,1340,4377,1640,12086,1,,2971,149,448,34,226,6,209,515,37557,5460,120,883,93,287,43,,49001,418,45144,3439,2359,2056,,,155,214,308,424,729,737,859,791,64,134,,258,337,995,68,6,2721,30,285,23,132,142,33,13,30,3149,608,,0,0,0,0,0,42,2198,12,2099,64,38,80,778,2,934,229,220,789,419,48,70,82,13,34,424,79,160,2,14,,197,17,294,4,2,358,5,3424,56,5,10,21,12,9,1,,4415,65,4118,232,2011
106400466,400466,ARROYO GRANDE COMMUNITY HOSPITAL,345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,,NO,33,15,171,,08 - Mid-Coast,San Luis Obispo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,67,Basic,7542,6725,,,2087,2234,2601,2117,1924,1849,846,163,138,308,,130,184,3140,36,470,83,10224,237,71,,18,8,2,3,4,,39,1,13874,6,3,1,4519,173,867,6026,2682,301,33,228,1,599,140,697,265,3990,1000,4,672,407,9,373,1252,762,3532,,2,983,105,132,20,125,3,74,158,9895,1889,117,603,49,101,13,,14267,35,13466,766,1151,948,,,32,100,103,169,287,356,405,641,,6,,37,22,221,34,6,1776,3,80,16,89,229,57,9,17,1337,263,2,0,0,0,0,0,214,1335,46,359,145,1,39,369,,432,113,110,298,255,25,39,41,4,19,248,41,65,,,,196,27,131,5,5,51,7,1587,23,4,31,26,5,1,,,2099,9,2022,68,2011
106400480,400480,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,,NO,33,15,172,,08 - Mid-Coast,San Luis Obispo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,112,Basic,4941,4714,,,865,1029,2259,1361,1363,1575,821,123,96,163,,132,227,1173,2,299,184,7638,109,58,,5,13,1,1,,,81,5,9370,8,4,,2283,114,687,4580,1991,219,19,231,2,487,94,476,158,2225,644,14,509,378,4,321,760,520,2594,,,638,47,67,12,109,7,48,98,7098,1084,119,242,34,46,6,,9655,46,9192,417,1192,1169,,,22,101,78,177,331,438,411,803,,,,22,31,115,29,49,2114,1,57,21,81,247,22,41,11,1383,487,11,0,0,0,0,0,190,1510,39,511,111,15,49,627,1,413,87,90,276,193,45,64,45,1,16,246,47,146,,,,147,6,169,6,11,86,2,1860,32,6,12,11,5,8,,,2361,5,2324,32,2011
106400524,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY STREET,SAN LUIS OBISPO,93405,,NO,33,15,172,,08 - Mid-Coast,San Luis Obispo,General Acute Care,Investor - Corporation,General Medical / Surgical,164,Basic,9307,8318,,,1591,2262,3685,2116,2002,2106,1374,825,1207,457,,247,325,1882,25,489,269,14388,115,50,,34,36,9,,,,72,10,17213,86,,,332,3543,1200,10137,2413,367,55,350,9,841,267,910,313,4725,949,25,1254,651,29,717,1602,872,3689,,,1538,68,146,9,217,6,102,176,12942,1708,210,333,62,94,14,,17625,63,17059,503,1214,1340,,,96,252,145,200,410,361,328,622,46,94,,35,34,215,50,22,2193,5,76,25,86,258,37,8,16,1571,419,58,0,0,0,0,0,266,1151,222,705,210,26,40,353,2,467,123,96,286,402,59,60,72,,42,316,65,143,1,1,,189,28,102,5,3,101,8,1961,36,20,51,41,5,3,1,,2554,3,2495,56,2011
106400548,400548,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS ROAD,TEMPLETON,93465,,NO,33,15,170,,08 - Mid-Coast,San Luis Obispo,General Acute Care,Investor - Corporation,General Medical / Surgical,122,Basic,16607,12952,,,3719,3322,5137,3854,3809,3476,2158,1549,1806,729,,229,637,4943,29,349,261,23111,356,102,90,48,14,2,,,,39,2,28832,73,,1,870,5737,2248,16860,3844,771,89,654,5,1495,352,1618,446,7326,2071,25,1805,732,35,753,3167,1645,6570,,,2357,128,192,17,212,7,143,446,21553,3200,244,770,105,162,23,,29559,77,27261,2221,2280,2151,,,82,279,331,469,668,690,658,1248,1,5,,18,153,425,44,70,3719,2,129,60,153,587,84,5,40,2488,586,299,0,0,0,0,0,430,2315,616,735,335,41,57,673,,847,217,223,283,542,101,112,100,6,52,555,126,495,,1,,317,55,262,16,15,108,15,3448,70,19,47,43,12,4,,,4431,5,4276,150,2011
106410782,410782,SAN MATEO MEDICAL CENTER,222 WEST 39TH AVENUE,SAN MATEO,94403,,NO,19,8,176e,,04 - West Bay,San Mateo,General Acute Care,City and/or County,General Medical / Surgical,100,Basic,19389,18053,,,1994,2274,7284,7091,7076,6568,3119,1059,542,435,,473,325,32057,175,1938,156,2318,1249,365,,20,,,2,85,367,750,,34583,21,,,8390,3420,17393,1232,7007,921,93,933,6,2062,764,2668,1102,4940,3228,114,2380,2830,20,1228,3952,2129,8070,,2,1392,95,174,12,352,5,43,220,31970,2327,134,363,156,165,34,,37442,975,22011,14456,1282,1529,,,56,385,388,495,609,447,228,166,2,35,,39,29,2379,118,7,225,14,115,35,58,44,33,9,300,2005,180,32,0,0,0,0,0,875,661,342,49,884,21,36,309,1,568,113,136,128,147,39,59,42,7,770,250,104,81,,,,56,14,90,9,9,3,6,2552,26,2,5,34,4,1,,,2811,105,1992,714,2011
106410804,410804,KAISER FND HOSP - REDWOOD CITY,1150 VETERANS BOULEVARD,REDWOOD CITY,94063,,NO,21,11,176c,,04 - West Bay,San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,213,Basic,11613,11039,,,2125,2133,2710,2597,2994,2925,2361,1969,2498,340,,2564,1360,6124,93,501,221,11789,97,206,,20,48,17,7,,9,107,,21956,56,110,19,583,5580,382,14280,1827,380,143,691,3,1047,346,954,473,6540,1199,41,1415,822,22,885,1475,733,5483,,,2001,69,205,10,149,9,96,268,15675,3428,121,443,33,128,17,,22652,353,20088,2211,1614,1443,,,35,79,121,207,360,497,600,1157,1,,,344,195,377,19,4,2103,15,124,19,147,576,27,3,95,1614,452,,0,0,0,0,0,36,2024,4,918,75,10,49,676,4,457,88,146,688,293,52,86,63,,35,227,67,115,1,,,214,19,324,2,12,104,12,2277,72,5,9,6,1,,,,3057,74,2850,133,2011
106410806,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,,NO,19,8,176a,,04 - West Bay,San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,120,Basic,15412,14529,,,2804,2435,3979,3409,3564,4023,3256,2821,3223,427,,8827,2052,8084,89,431,178,10280,291,189,,37,160,32,5,,15,140,1,28876,78,115,2,744,7060,421,18972,2744,329,129,1123,6,2035,740,1237,680,7459,1587,64,1802,328,10,1210,3092,1079,7029,,2,2328,164,477,14,218,8,248,285,21501,3677,125,639,29,209,19,,29941,875,26710,2356,2140,2075,,,29,149,160,304,510,758,970,1335,,,,1165,264,699,26,2,2048,11,241,28,194,751,37,3,85,2445,431,,0,0,0,0,0,42,2694,14,1367,98,10,51,857,2,711,173,198,795,356,69,127,52,,53,431,77,253,,,,254,19,548,8,7,151,15,3102,75,2,6,9,12,7,,,4215,191,3784,240,2011
106410817,410817,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,94015,,NO,19,8,176d,,04 - West Bay,San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,250,Basic,11276,8710,,,2300,1965,3263,2744,2400,2135,1686,1453,1540,500,,4737,1204,7459,19,115,1316,5136,205,593,,68,1,4,5,34,,10,,18996,70,,,5644,4608,902,6206,2626,391,40,427,3,841,308,1084,435,4509,1137,21,2276,451,8,570,2078,1075,4332,,,1763,136,177,14,192,25,11,159,14758,1909,81,606,14,123,18,,19986,2263,16221,1502,2783,2241,,,26,138,216,334,531,777,1160,1839,2,1,,2111,291,622,15,18,1965,2,81,72,250,447,38,9,124,2989,1014,,0,0,0,0,0,669,3303,109,872,71,27,90,1321,3,670,223,313,531,424,72,187,107,5,23,740,123,163,,2,,313,31,515,5,13,86,11,3940,64,5,15,13,9,2,,2,5024,1350,3353,321,2011
106410828,410828,SETON MEDICAL CENTER - COASTSIDE,600 MARINE BOULEVARD,MOSS BEACH,94038,,NO,19,8,175.1,,04 - West Bay,San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),Long-Term Care (SN/IC),5,Standby,1570,1494,,,537,386,353,362,429,370,285,120,131,91,,,,2061,,29,973,1,195,8,,3,,,,,,1,,2845,12,,,959,435,180,1148,342,16,2,47,,140,14,104,102,955,149,,321,127,,67,403,190,427,,,247,45,16,3,11,1,9,69,2019,541,37,45,3,17,1,,3064,31,2245,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
106410852,410852,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,94010,,NO,19,8,176e,,04 - West Bay,San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,241,Basic,19511,15977,2,,4469,3291,4457,4483,4684,4250,2995,2338,3610,913,,5174,1560,7446,58,1572,145,19535,247,225,,43,98,34,,2,21,193,3,34413,134,69,8,6505,7845,1284,16037,3819,700,63,740,5,1657,429,1676,927,9702,2216,35,2126,1157,31,1232,3136,1429,8229,,,3564,149,299,14,195,21,191,359,25108,4318,263,701,49,254,5,,35490,1019,32340,2131,4344,3487,2,1,431,403,449,669,944,1041,1124,2754,7,12,,1092,255,740,225,45,5466,11,155,92,304,1209,87,29,,4643,1313,2,0,0,0,0,0,478,4625,54,2145,532,64,98,1317,3,1122,236,348,945,770,159,145,179,26,1200,722,195,300,,5,,597,53,612,9,25,215,14,6065,102,5,15,110,10,1,1,,7834,365,7242,227,2011
106410891,410891,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,,NO,21,11,176g,,04 - West Bay,San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,279,Basic,9557,7616,,,2173,1742,2048,2182,2366,2067,1444,1176,1624,351,,1008,633,4304,,1076,69,10083,33,73,48,21,2,4,1,4,,11,130,16710,136,,,3433,4043,589,7091,2017,287,32,369,2,996,183,878,301,4817,818,24,1787,324,17,504,1922,807,3105,,,1650,57,92,4,108,,4,237,12347,2064,153,296,14,147,,,17173,72,15953,1148,1580,1267,,,28,74,127,175,330,416,493,1204,,,,170,57,293,148,3,2172,4,39,18,117,532,29,,106,1507,498,1,0,0,0,0,0,135,1970,23,607,112,24,47,681,1,463,103,166,268,345,40,77,32,2,106,358,68,66,,,,233,24,226,2,5,193,2,2086,40,8,5,16,6,,1,,2847,30,2700,117,2011
106420483,420483,GOLETA VALLEY COTTAGE HOSPITAL,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,,NO,35,19,181a,,10 - Santa Barbara/Ventura,Santa Barbara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,67,Basic,8945,8593,,,1634,2835,3818,1647,1739,1849,1150,959,1694,213,,601,457,4153,28,36,123,12140,821,299,,15,1,,1,6,,81,1,16241,72,,,2740,3153,1095,8176,2374,178,38,424,1,963,215,830,435,5063,795,19,988,957,3,1130,1586,835,3077,1,,1699,78,141,15,253,13,87,236,12121,2150,241,305,51,77,71,,17538,155,16198,1185,361,302,,,39,83,24,67,66,62,96,226,,,,16,18,102,3,1,522,1,36,3,14,47,19,6,,419,109,10,0,0,0,0,0,47,341,45,179,51,5,5,66,,134,39,38,52,137,14,5,11,,10,82,28,37,,,,95,8,37,4,1,16,,462,17,4,4,11,2,2,,,663,6,621,36,2011
106420491,420491,LOMPOC VALLEY MEDICAL CENTER,1515 E. OCEAN AVENUE,LOMPOC,93436,,NO,33,19,179,,10 - Santa Barbara/Ventura,Santa Barbara,General Acute Care,District,General Medical / Surgical,100,Basic,10114,7921,,,2565,2012,3660,2185,2017,1909,1164,984,935,604,,269,1398,7489,38,242,89,8510,399,893,,24,11,,,43,182,87,5,16326,65,,,6691,3230,2123,3548,2443,539,70,545,4,920,324,933,195,3967,1018,28,1109,645,9,613,1719,652,4745,,,1404,146,136,9,195,5,153,154,13149,2087,108,302,77,105,5,,18035,18,16448,1569,780,690,,,49,108,84,117,210,229,307,321,9,36,,24,101,423,7,6,903,6,88,21,51,137,7,6,6,919,224,11,0,0,0,0,0,247,831,74,205,113,30,34,217,,352,85,91,58,156,18,27,29,1,16,278,39,38,,1,,141,24,60,5,8,55,6,1108,30,3,12,14,4,,,,1470,3,1361,106,2011
106420493,420493,MARIAN MEDICAL CENTER,1400 EAST CHURCH STREET,SANTA MARIA,93454,,NO,33,15,180.1,,10 - Santa Barbara/Ventura,Santa Barbara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,161,Basic,19770,16595,,,7244,5275,7003,5125,4332,3341,1306,382,340,2017,,735,783,21847,24,137,76,12763,167,93,,29,21,5,4,6,,171,6,35850,9,4,,18762,314,1918,9306,6065,989,59,414,9,2044,292,1873,1129,7023,2168,27,2901,1867,75,1086,3983,1725,8701,,,2061,139,203,19,318,21,145,215,28950,2958,186,824,108,189,29,,36365,238,26923,9204,2659,2500,,,186,353,286,431,680,768,858,1344,103,150,,202,108,1843,25,8,2967,6,77,39,212,497,81,101,54,3434,658,6,0,0,0,0,0,973,2739,146,925,376,101,77,881,2,997,236,257,871,526,67,85,116,3,36,546,72,270,2,14,,339,34,409,28,9,230,9,3889,89,12,50,23,15,21,2,,5159,54,4293,812,2011
106420514,420514,SANTA BARBARA COTTAGE HOSPITAL,320 WEST PUEBLO STREET,SANTA BARBARA,93105,Level II,NO,35,19,181b,,10 - Santa Barbara/Ventura,Santa Barbara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,350,Basic,16808,16216,,,3411,3009,5538,3751,4094,4406,2809,1993,3076,936,1,605,783,10498,78,94,222,20744,140,814,,46,21,6,10,2,,437,4,31248,296,,,7534,7087,1339,11270,5794,605,92,873,8,1712,421,1578,769,7811,1579,58,2133,1061,55,2912,2862,1340,7155,,,2928,148,272,19,422,27,238,324,24382,2814,335,694,102,194,125,,33024,365,28322,4337,3862,3650,,,229,576,446,818,1159,1065,1002,1925,98,194,,144,114,1616,13,39,5577,9,27,77,276,503,263,62,,5374,911,19,0,0,0,0,0,785,3744,296,2178,509,46,101,1456,26,1295,231,345,460,715,159,224,184,2,1102,689,142,318,,17,,368,46,545,8,24,440,15,5798,104,13,9,87,34,18,3,,7512,52,6787,673,2011
106420522,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,SOLVANG,93463,,NO,35,19,178.1,,10 - Santa Barbara/Ventura,Santa Barbara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,11,Standby,3354,3080,,,606,634,736,504,694,852,801,668,863,76,,102,75,1089,60,9,26,5073,488,74,,12,2,1,,,,22,1,5817,17,,,803,1761,412,2751,707,57,38,288,,327,104,291,130,1889,405,10,324,225,3,200,446,206,1491,,,695,29,49,2,30,,42,148,4403,784,76,115,10,38,13,,6434,41,6032,361,154,100,,,4,2,2,9,23,29,39,146,,,,,1,10,,,241,2,29,2,4,27,1,1,,142,48,,0,0,0,0,0,5,190,3,48,8,1,6,48,,23,22,25,17,15,9,7,3,,6,50,5,17,,,,22,,34,,1,5,1,185,5,,,1,,,,,254,,252,2,2011
