oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106400548,106400548,400548,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS ROAD,TEMPLETON,93465,,NO,170,, 08 - Mid-Coast, San Luis Obispo,General Acute Care,Investor - Corporation,General Medical / Surgical,114,Basic,16273,12502,5,,3557,3692,4728,3910,3910,3282,1819,1524,1536,822,,130,591,4638,9,305,231,22876,370,106,41,4,1,,28094,51,3,21,0,65,0,20,4,2152,5330,1648,16042,3608,637,,90,648,11,1644,318,1507,575,7787,1681,43,2029,762,50,727,3303,1628,5340,2323,100,188,15,184,2,82,505,20307,3752,246,799,97,173,7,,28780,1947,1610,,,70,209,190,318,513,558,633,1057,,9,,15,56,264,1,38,38,3145,98,48,160,519,47,1,6,2177,477,24,0,0,0,0,0,309,2114,773,228,133,41,41,627,1,664,159,199,135,473,89,89,92,,58,474,78,337,,,270,47,246,3,6,102,11,2691,52,19,58,43,7,2,,,3557,2008
106410782,106410782,410782,SAN MATEO MEDICAL CENTER,222 WEST 39TH AVENUE,SAN MATEO,94403,,NO, 176e,, 04 - West Bay, San Mateo,General Acute Care,City and/or County,General Medical / Surgical,100,Basic,14559,14790,,,1669,2292,5901,5192,5652,4478,2361,861,465,477,1,88,112,27569,35,663,95,787,249,913,30,,3,,26837,,,830,1,334,0,80,72,5472,2219,7167,1638,12853,876,1,59,626,6,1568,677,1816,649,4338,2320,46,1767,2782,18,1159,2884,1848,5909,1287,73,132,8,397,5,4,157,24464,1998,107,346,202,148,21,,29349,1442,1736,,,73,359,442,648,696,449,263,199,15,34,,18,20,2887,11,71,3,168,97,35,67,7,192,70,105,2294,279,32,0,0,0,0,0,1057,851,157,886,227,18,47,374,,508,136,140,133,191,58,102,55,13,860,304,107,132,,,70,12,127,10,19,14,4,2812,34,3,4,58,6,3,2,,3178,2008
106410804,106410804,410804,KAISER FND HOSP - REDWOOD CITY,1150 VETERANS BOULEVARD,REDWOOD CITY,94063,,NO, 176c,, 04 - West Bay, San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,213,Basic,9492,8941,,,1705,1866,2283,2188,2539,2407,1980,1447,1730,288,,2038,1118,4966,51,322,123,9815,42,177,21,8,3,1,17797,23,5,86,29,97,0,141,3,220,4005,334,12185,1689,162,,66,577,3,698,279,698,254,5108,902,25,760,741,4,606,1038,447,6065,362,2,5,3,78,2,,64,17617,32,15,236,4,3,10,,18433,1579,1407,,,37,85,111,202,361,449,620,1078,15,28,,339,200,362,9,47,,2029,162,27,170,353,25,11,200,1713,323,2,0,0,0,0,0,19,1920,954,85,8,17,60,728,1,483,101,184,230,288,68,113,72,2,44,417,66,111,,1,215,22,397,9,7,,11,2226,74,5,8,9,2,1,,,2986,2008
106410806,106410806,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,,NO, 176a,, 04 - West Bay, San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,120,Basic,13971,12728,3,,2659,2324,3417,3125,3441,3710,2767,2440,2366,453,,7467,1950,6946,83,250,116,9890,84,157,39,16,6,1,25934,29,6,123,16,71,0,210,10,332,5529,52,17858,2931,259,,102,864,6,1805,490,1481,397,5229,1448,50,1359,604,6,1166,2522,740,8174,195,5,7,4,119,1,,82,25890,77,2,314,4,,2,,26702,2049,2076,,,45,143,152,312,574,710,965,1224,,,,1033,257,659,8,7,1,2160,250,31,197,826,29,,56,2282,454,,0,0,0,0,0,50,2458,1468,140,9,14,71,866,,779,171,260,318,355,76,155,74,1,65,587,75,258,,,272,25,513,3,8,,11,3185,71,1,10,8,17,,1,,4125,2008
106410817,106410817,410817,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,94015,,NO, 176d,, 04 - West Bay, San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,250,Basic,11619,9551,,,2464,2234,3582,2915,2757,2223,1604,1460,1400,531,,4440,1282,9269,16,66,1420,4677,269,651,68,3,1,,20055,89,2,2,0,,0,,30,5283,4548,941,6886,3512,397,,34,478,4,769,342,1130,422,5238,1067,21,2217,588,44,630,2530,1116,4143,1741,113,206,19,233,14,72,193,15287,2367,97,633,17,161,17,,21170,3101,2332,,,48,181,214,395,614,841,1205,1932,3,,,2139,353,726,3,8,2,2202,75,70,253,417,34,15,126,3425,1018,,0,0,0,0,0,662,3420,1010,295,46,30,47,1436,4,749,296,313,278,399,115,190,114,5,43,878,128,405,,3,334,23,455,5,2,7,7,4491,59,1,7,24,12,5,1,,5433,2008
106410828,106410828,410828,SETON MEDICAL CENTER - COASTSIDE,600 MARINE BOULEVARD,MOSS BEACH,94038,,NO,175.2,, 04 - West Bay, San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),Long-Term Care (SN/IC),5,Standby,1766,1596,,,504,394,363,506,521,405,276,169,149,75,,,,2430,,7,925,,250,18,5,,,,3077,12,,,0,,0,,,701,444,206,1530,481,22,,9,58,1,169,28,162,114,1128,202,1,263,110,,73,405,207,410,291,26,18,1,22,,19,69,2149,614,54,49,1,44,5,,3362,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,0,0,0,0,0,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,2008
106410852,106410852,410852,PENINSULA MEDICAL CENTER,1783 EL CAMINO REAL,BURLINGAME,94010,,NO, 176e,, 04 - West Bay, San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,207,Basic,18502,15844,4,,4056,2945,4299,4656,5078,3962,2654,2381,3475,844,,4012,1330,5688,20,1898,496,20906,177,113,46,33,,,33945,19,2,10,0,2,0,,3,804,7858,2260,20415,3013,748,,66,859,8,1585,376,1660,872,9877,2114,66,2079,792,45,868,3126,1384,7825,3584,121,309,19,226,20,6,331,24017,4533,212,659,49,262,2,,34350,4176,3358,,,279,353,474,710,892,956,1160,2664,17,29,,839,244,559,,214,44,5634,119,70,272,635,157,3,70,4542,1663,3,0,0,0,0,0,487,4392,2283,328,44,61,73,1418,2,1068,252,404,596,811,159,200,184,11,1001,775,194,320,,5,594,53,535,14,11,21,19,6027,106,4,16,109,17,7,1,,7534,2008
106410891,106410891,410891,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,,NO, 176g,, 04 - West Bay, San Mateo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,262,Basic,10362,8313,,,2446,2002,2297,2471,2771,2163,1361,1099,1659,406,,976,724,4761,,1006,97,11111,58,148,20,2,,,18340,82,3,4,0,15,0,3,,3378,3845,918,8499,2035,294,,36,376,,1030,209,942,438,5461,900,18,1932,432,16,484,2128,796,3183,1716,76,110,5,148,1,8,223,13128,2559,168,356,11,164,2,,18675,1616,1245,,,27,100,149,263,338,358,536,1090,,,,161,88,252,2,113,18,2227,48,18,144,614,24,,61,1498,454,,0,0,0,0,0,149,1804,778,90,40,30,33,668,4,464,101,188,214,343,54,73,50,2,167,326,56,88,,,237,26,252,5,2,200,6,2025,57,6,7,24,10,3,1,,2861,2008
106420483,106420483,420483,GOLETA VALLEY COTTAGE HOSPITAL,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,Level IV,NO, 181a,, 10 - Santa Barbara/Ventura, Santa Barbara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,67,Basic,6409,5776,,,1385,1988,3020,1302,1327,1154,568,485,690,266,,392,290,3136,12,58,187,8110,,83,,,,,12102,,,,0,,0,,,1572,694,642,7857,1420,259,,14,167,1,919,142,804,339,2729,388,12,1262,668,5,658,1069,863,1886,605,47,129,8,147,3,90,245,9107,1408,93,151,60,70,22,,12185,343,284,,,40,70,31,50,63,64,94,215,,,,15,18,92,2,2,5,493,36,3,8,28,,18,2,400,131,1,0,0,0,0,0,90,272,204,48,13,7,2,77,,159,42,42,30,101,10,3,7,2,10,88,20,27,,,75,4,27,3,,13,3,475,8,4,4,7,,4,,,627,2008
106420491,106420491,420491,LOMPOC VALLEY MEDICAL CENTER,508 EAST HICKORY,LOMPOC,93436,,NO,179,, 10 - Santa Barbara/Ventura, Santa Barbara,General Acute Care,District,General Medical / Surgical,60,Basic,8578,6984,1,,2335,2122,2764,1919,1911,1418,847,795,758,694,,178,1234,6384,34,264,102,7367,357,842,38,,,1,14182,61,,65,0,,0,,17,5416,2365,1773,3637,2372,456,,32,450,4,960,260,735,250,3836,635,35,1167,569,6,466,1694,585,3423,1192,131,124,10,174,9,69,148,11118,1907,119,377,92,62,31,,15563,682,578,,,56,84,80,120,164,160,244,297,24,31,,25,72,388,3,15,5,752,62,24,44,58,6,5,8,818,197,38,0,0,0,0,0,220,658,198,100,84,29,22,186,,295,71,82,48,160,15,25,22,,15,209,37,43,,1,107,10,57,17,3,52,4,956,19,,17,13,3,2,,,1260,2008
106420493,106420493,420493,MARIAN MEDICAL CENTER,1400 EAST CHURCH STREET,SANTA MARIA,93454,,NO,180.1,, 10 - Santa Barbara/Ventura, Santa Barbara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,167,Basic,23489,19539,2,,7194,5012,6884,5031,5116,3852,2379,2194,2751,2616,1,874,1096,22714,35,139,70,18102,197,137,66,,,,42487,4,,139,0,,0,,,16377,7973,1180,10820,6680,1391,1,81,785,11,2825,653,2027,1938,8240,2859,44,2606,2269,61,1202,4695,1674,9668,2784,151,271,21,479,10,271,243,33814,3342,197,1101,68,210,68,,43030,3034,2737,,2,169,323,342,535,671,796,1067,1614,117,139,,201,111,1841,1,19,,3600,71,66,318,724,43,75,77,3590,804,5,0,0,0,0,0,833,3247,1131,429,133,120,57,1180,4,978,280,264,664,638,100,155,115,4,36,792,69,299,3,15,391,46,542,29,22,329,10,4185,68,13,80,38,12,7,1,,5773,2008
106420514,106420514,420514,SANTA BARBARA COTTAGE HOSPITAL,320 WEST PUEBLO STREET,SANTA BARBARA,93105,Level II,NO, 181b,, 10 - Santa Barbara/Ventura, Santa Barbara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,350,Basic,10560,9675,,,2460,2175,3831,2716,2751,2347,1311,729,1028,887,,297,566,6560,19,88,122,12583,23,278,32,1,10,,19822,68,1,,0,,0,,,3792,1377,648,11189,3229,616,,45,351,5,1424,250,1290,646,3738,829,37,1827,1011,29,1759,1496,1242,3640,904,117,221,20,281,15,228,324,15835,1663,102,267,104,122,32,,20235,4073,4171,,,371,693,602,928,1277,917,999,2075,129,253,,120,167,1625,11,22,43,6256,60,106,319,473,4,345,17,5879,996,45,0,0,0,0,0,761,3589,3015,685,194,59,81,1424,21,1266,280,337,329,1561,181,207,208,3,1024,688,140,418,,17,774,73,370,113,36,342,23,5977,111,67,226,87,21,14,10,,8244,2008
106420522,106420522,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,SOLVANG,93463,,NO,178.1,, 10 - Santa Barbara/Ventura, Santa Barbara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,10,Standby,2110,1705,,,418,389,478,427,519,473,360,361,335,55,,60,33,575,27,27,78,3015,,53,,,,,3762,,,,0,,0,,,227,425,277,2378,508,75,,11,104,,243,54,247,38,1030,93,3,526,132,1,127,227,188,716,270,32,39,2,8,8,29,106,2617,558,21,68,11,42,4,,3815,145,83,,,,6,2,11,12,25,39,133,,,,1,,13,2,1,,211,29,4,7,20,,1,2,126,39,,0,0,0,0,0,36,136,46,7,3,,4,42,,20,18,16,17,23,9,5,3,,1,46,4,20,,,23,2,21,,1,9,,167,2,,,,2,,1,,228,2008
106430705,106430705,430705,REGIONAL MEDICAL OF SAN JOSE,225 NORTH JACKSON AVENUE,SAN JOSE,95116,Level II,NO, 183b,, 07 - Santa Clara, Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,204,Basic,26446,22732,15,,9791,6488,8573,6618,5567,3788,2191,1986,1643,2547,1,9577,2284,31175,6,391,68,5692,359,729,116,28,1,8,47791,43,4,112,0,,0,2,,8245,5744,17418,9986,7800,2095,,134,713,5,2199,621,2329,963,11699,1701,30,2744,2081,43,1874,5366,1863,12733,3604,164,194,8,984,2,8,439,36900,4616,245,1631,90,294,13,1,49193,4825,4260,,,334,733,752,871,1106,1199,1692,2059,123,216,,3434,369,3377,2,307,8,1588,328,120,347,591,142,128,82,6102,1233,12,0,0,0,0,0,1976,4644,1641,588,236,495,87,1576,3,1332,454,468,743,1330,107,186,167,15,81,1150,175,702,2,12,439,28,459,213,11,4,31,7262,120,68,379,43,15,10,3,,9085,2008
106430743,106430743,430743,COMMUNITY HOSPITAL OF LOS GATOS,815 POLLARD ROAD,LOS GATOS,95032,,NO, 183m,, 07 - Santa Clara, Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,143,Basic,6367,4693,,,1074,1199,1408,1680,1900,1233,771,776,924,95,,454,244,903,33,1634,178,7614,18,3,3,,,1,11006,22,1,1,0,5,0,,,319,2326,284,6925,1206,81,,26,237,2,494,139,643,188,3420,782,42,919,252,,219,1035,403,2178,1116,33,89,6,54,11,143,151,7420,1609,122,240,11,51,4,,11060,852,590,,,18,33,73,132,133,171,278,601,2,1,,65,22,67,3,163,19,1103,39,8,53,118,32,15,11,853,313,,0,0,0,0,0,60,917,402,35,28,7,25,271,,249,74,114,93,159,33,39,21,,16,205,35,99,,2,144,3,95,2,5,70,8,1075,19,5,3,2,10,1,,,1442,2008
106430763,106430763,430763,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,94040,,NO, 183a,, 07 - Santa Clara, Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,314,Basic,16995,14538,,,4690,2683,4728,4949,4307,3032,1925,1755,2352,1112,,7452,1089,6799,23,2757,37,13376,420,284,73,,,,30491,193,4,68,0,,0,,,5230,5076,2257,15485,3485,909,,63,780,5,1597,382,1547,696,7980,1510,38,2171,1756,37,1083,2765,1006,7208,2825,120,334,11,195,50,164,294,22211,3972,239,766,76,270,6,,31533,4218,3316,,,127,363,550,751,902,905,1262,2611,17,46,,1450,179,654,11,445,5,4790,146,96,365,279,53,43,151,4904,1496,1,0,0,0,0,0,494,4479,2216,279,66,84,107,1471,9,1254,257,379,534,802,161,269,169,6,615,900,133,374,,10,506,49,516,5,16,156,11,6014,89,16,17,116,16,6,1,,7534,2008
106430779,106430779,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,2425 SAMARITAN DRIVE,SAN JOSE,95124,,NO, 183m,, 07 - Santa Clara, Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,332,Basic,19179,15274,13,,4929,3697,4801,5012,5054,3434,2271,1944,2349,974,1,3513,1153,5778,48,1181,331,22462,357,187,71,7,6,6,33714,38,2,70,0,4,0,4,,1480,5598,3621,21681,2086,935,1,68,708,9,1513,311,1869,367,10154,1661,48,2016,734,60,1006,3176,1179,8651,3461,102,215,17,207,2,2,365,23958,4782,316,734,41,260,4,,34466,4318,3417,,,239,382,559,870,905,944,1221,2201,128,286,,783,169,716,,217,24,5826,94,58,350,524,244,196,85,5099,1084,1,0,0,0,0,0,305,3994,3098,219,119,203,103,1438,7,1320,338,381,438,810,207,216,214,3,374,904,186,566,1,26,541,45,620,8,18,19,16,6203,110,17,36,50,32,17,3,,7735,2008
106430837,106430837,430837,OCONNOR HOSPITAL - SAN JOSE,2105 FOREST AVENUE,SAN JOSE,95128,,NO, 183j,, 07 - Santa Clara, Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,334,Basic,22599,17298,1,,7376,4086,6916,5497,4570,2970,1803,1707,2510,2463,,4538,1592,17305,184,2251,1405,12623,89,206,25,,1,,39425,103,1,45,0,,0,,3,15853,5326,2133,12192,4394,945,,71,563,5,1735,394,2290,940,9115,2172,19,2784,1065,76,669,5378,1609,10068,2934,122,173,15,268,20,138,309,30199,4584,147,743,29,205,12,,39898,3820,3136,,,133,285,339,580,807,821,1235,2418,148,190,,1369,226,1698,20,240,160,3243,105,65,273,846,46,,70,4076,1475,,0,0,0,0,0,1136,3924,1525,252,119,85,135,1354,6,1233,395,449,446,552,177,166,133,5,74,1030,172,528,2,14,420,35,410,6,15,158,13,5799,60,4,11,12,9,4,,,6956,2008
106430883,106430883,430883,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE, 95128-2699,Level I,YES, 183j,, 07 - Santa Clara, Santa Clara,General Acute Care,City and/or County,General Medical / Surgical,524,Comprehensive,27469,31580,,,3081,4994,12507,10094,11697,8984,3970,1705,903,1112,2,6997,4674,24694,90,1862,1083,19649,237,727,62,9,,,52299,334,10,5083,7,9,0,2,270,17478,8417,16867,5184,11103,1391,,112,1395,18,2106,1125,2160,980,11890,4175,45,2714,1846,35,10297,4591,2556,11613,3137,145,63,27,1636,12,6,312,45481,4765,323,2185,542,254,161,,59049,5377,6567,,,448,1119,1199,2249,2772,1907,1039,725,156,330,,2075,783,4656,23,347,132,3928,169,243,303,212,156,,108,9451,965,337,0,0,0,0,0,4531,2074,1306,3284,749,151,108,2016,19,1597,573,491,512,2118,244,271,326,87,343,1102,245,1714,2,25,491,142,639,216,123,51,27,9046,238,69,571,187,56,37,51,,11944,2008
106430905,106430905,430905,STANFORD HOSPITAL,300 PASTEUR DRIVE,PALO ALTO,94305,Level I,YES, 183a,, 07 - Santa Clara, Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,583,Basic,17662,15679,4,,6666,4034,5075,3912,3518,2912,1919,1419,1563,2324,3,4941,3063,10626,48,501,42,14124,1777,356,56,,,,31094,60,,,0,,0,,2,10371,4467,1597,13814,3096,783,1,234,683,42,1912,445,1801,897,7098,2345,144,1982,651,123,920,2786,1065,9433,2469,95,51,11,240,7,103,169,25612,2873,405,1027,20,247,16,,33345,4261,3821,,,188,720,756,1027,1277,1135,1119,1860,,,,1170,616,1102,10,79,,5105,144,76,316,334,166,162,142,5777,956,9,0,0,0,0,0,908,3870,2657,78,569,94,143,1400,8,1070,287,350,485,1590,188,428,236,17,615,600,117,454,,,486,47,598,86,19,166,10,6062,106,100,290,87,15,8,2,,8082,2008
106431506,106431506,431506,KAISER FND HOSP - SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,95119,,NO, 183i,, 07 - Santa Clara, Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,248,Basic,14377,12133,2,,2814,2624,3766,3320,3681,3145,2510,2065,1890,697,,3039,1373,10108,56,675,205,11056,67,689,59,10,14,,25051,13,4,247,58,74,0,209,17,1142,4957,31,17022,3360,517,,95,980,4,1811,405,1501,278,2541,893,32,797,729,12,1216,1838,368,12495,160,8,4,1,80,,,19,26094,16,,104,17,1,8,,26512,3195,3164,1,,186,299,354,586,882,1163,1254,1448,62,126,,661,270,1552,12,87,15,3763,276,67,280,614,75,20,83,4419,525,1,0,0,0,0,0,216,3236,2687,208,13,77,109,1418,2,1223,281,346,346,647,121,176,152,7,93,872,98,380,2,10,422,43,765,15,8,,19,4851,123,9,31,36,25,11,2,,6360,2008
106434138,106434138,434138,ST. LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,95020,,NO,182,, 07 - Santa Clara, Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,72,Basic,12883,10639,,,4913,3191,3627,3041,2666,1969,1083,883,815,1334,,405,377,14468,28,1445,22,6777,385,775,17,6,,,22078,70,,58,0,,0,,133,9630,2670,1162,6741,3319,857,,27,321,4,1108,244,1289,575,5524,1220,17,1728,643,54,523,3056,979,5353,1620,145,216,13,296,23,6,291,17410,2668,161,423,40,179,31,,23522,1196,924,,,61,133,173,228,266,287,320,598,15,39,,87,49,785,,37,1,1161,138,16,75,161,27,,43,1358,301,1,0,0,0,0,0,362,944,614,133,67,70,22,358,3,416,143,143,108,201,27,30,33,6,15,329,60,153,1,2,150,9,88,1,10,1,9,1803,22,3,7,13,2,1,1,,2120,2008
106434153,106434153,434153,KAISER FND HOSP - SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,,NO, 183f,, 07 - Santa Clara, Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,327,Basic,21052,18584,2,,3840,3374,5444,5456,5491,5322,3615,3213,3083,800,,7884,1552,8255,60,1018,2052,18817,59,1264,55,19,5,5,37561,104,10,241,11,60,0,233,11,981,7610,75,27755,3217,331,,127,787,6,1192,329,1317,300,9310,1250,27,1007,1281,14,674,1460,1024,19202,1036,2,2,5,113,,,93,37465,364,39,495,10,4,10,,39638,4636,4022,,,158,335,481,782,1091,1306,1873,2356,97,179,,1413,303,1353,27,178,55,5329,143,47,388,811,76,22,127,5897,1147,,0,0,0,0,0,198,4802,3362,285,11,92,123,2006,9,1693,349,529,611,779,156,280,228,16,126,1026,207,402,2,24,485,71,958,7,26,,21,6881,121,12,17,25,27,7,,,8658,2008
106440755,106440755,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,1555 SOQUEL DRIVE,SANTA CRUZ,95065,,NO,185.1,, 08 - Mid-Coast, Santa Cruz,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,240,Basic,16284,16723,1,,2914,3915,6173,4713,4766,4490,2174,1359,1849,655,,473,701,5253,11,1075,99,25396,170,1002,51,6,8,,31077,128,2,355,0,30,0,163,16,7098,4547,1489,6961,12913,519,,68,686,6,1539,399,1590,529,9233,1502,30,2057,2146,31,1883,2809,1620,6361,3045,282,327,29,605,86,103,437,22439,3671,529,1018,202,197,38,,33008,3386,3144,1,,153,370,430,699,1171,917,891,1772,45,83,,97,109,664,1,120,11,5529,91,105,274,623,257,7,97,4013,1056,8,0,0,0,0,0,813,2892,2170,533,123,60,77,1446,4,990,225,370,400,750,153,172,179,7,277,772,176,463,,10,454,66,594,24,64,346,25,4664,101,31,46,72,24,17,3,,6531,2008
106444013,106444013,444013,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,95076,,NO,184,, 08 - Mid-Coast, Santa Cruz,General Acute Care,Investor - Corporation,General Medical / Surgical,106,Basic,14961,12265,8,,6409,3686,4310,3230,2651,2096,1185,784,778,2102,3,258,192,18949,15,659,107,7054,176,730,19,1,,15,26181,48,15,41,0,8,0,,,13918,2750,970,6064,3532,1280,,40,330,6,1313,300,1460,802,4886,1246,22,2513,873,53,907,4148,1067,5988,1626,163,198,15,274,71,159,226,21490,2044,146,556,86,148,31,1,27234,1683,1444,,,146,215,205,301,386,388,473,700,165,148,,27,25,2111,,13,184,767,49,31,110,165,316,8,3,2358,86,1,0,0,0,0,0,739,1466,520,355,47,59,43,584,1,622,145,208,173,296,37,46,60,12,47,485,76,207,,26,148,21,84,19,8,119,4,2615,54,5,17,22,9,,2,,3127,2008
106450936,106450936,450936,MAYERS MEMORIAL HOSPITAL,"HWY. 299-E, P O BOX 459",FALL RIVER MILLS,96028,Level IV,NO,190,, 01 - Northern California, Shasta,General Acute Care,District,General Medical / Surgical,22,Standby,2011,1829,1,,472,464,523,400,438,425,406,300,301,112,,10,20,295,327,,8,3181,59,1,2,,,,3750,4,,,0,6,0,,19,1193,975,30,1173,470,111,,15,149,,353,55,163,127,1049,286,8,208,24,7,105,433,157,591,297,14,38,8,45,13,3,67,2696,481,37,103,9,25,5,,3841,175,80,,,21,43,24,21,20,35,36,49,2,4,,1,,22,18,,,214,21,1,7,,,,,199,27,,0,0,0,0,0,83,109,47,14,2,68,4,31,,21,21,7,5,28,6,2,3,,1,48,5,5,,,24,,6,,1,1,,218,1,,4,,,,,,255,2008
