oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_dx_invalid,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,CONTROL_TYPE_CATEGORY_DESC,LICENSED_BED_TOTAL,CONGRESS_DIST,EMS_STATION
106190110,190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,3828 DELMAS TERRACE,CULVER CITY,90231,300-499,N,N,, 54 , 30 ,Culver City North/Palms,Urban,N/A,N/A,Emergency - Basic,9336,9202,,1296,1499,3309,2998,2933,3335,1686,673,624,185,,569,7340,4436,68,115,50,5960,177,1475,32,,,341,5,137,568,5,15608,38,,,152,1827,3294,337,9800,3258,22,194,102,261,4,837,156,679,234,3197,1982,25,790,1528,5,1950,973,531,5088,2,,983,21,57,10,293,3,44,221,14250,2017,53,425,58,50,53,,18538,146,17630,762,3037,3251,,51,386,458,841,1397,1284,860,1011,,,,217,2611,1105,17,4,2315,19,143,306,115,286,327,11,,3321,1776,3,0,0,0,0,0,1070,3042,27,2082,64,3,4,94,716,616,,297,416,479,297,109,90,88,30,1819,604,166,462,,1,,179,15,155,19,27,167,5608,45,,12,29,10,1,7,14,,6288,62,5891,335,2014,Investor Owned,420,37,27
106190434,190434,KAISER FND HOSP - WEST LA,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,6041 CADILLAC AVENUE,LOS ANGELES,90034,200-299,N,N,, 54 , 30 ,Hancock Park/Mid-City West/Park La Brea,Urban,N/A,N/A,Emergency - Basic,34530,25621,3,5522,5146,10051,7240,6677,7371,6432,5371,5312,1032,,1812,29891,15478,207,1164,2194,9408,629,328,40,324,58,10,45,28,551,2,57213,103,1,2,820,13970,13978,71,23569,8564,2,1529,533,2049,19,3238,1294,3562,1122,11754,4538,132,3140,1514,39,2341,5286,2115,15946,2,1,3689,137,280,21,626,81,385,549,46681,5431,181,1705,130,213,45,,60154,591,53995,5568,3358,2672,,66,307,314,471,798,1155,1283,1630,2,4,,284,3259,993,33,36,1404,21,196,48,206,1381,66,10,29,3420,674,,0,0,0,0,0,400,3462,4,1959,205,,82,198,1203,1130,,312,284,1229,299,124,170,125,4,54,505,93,216,1,1,,208,26,386,10,7,311,4953,70,6,10,8,11,1,9,14,,6030,77,5448,505,2014,Nonprofit,288,37,53
106190796,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,Public - University of California,General Acute Care Hospital,757 WESTWOOD PLAZA,LOS ANGELES,90095,300-499,N,Y,Level I & Level I - Ped, 54 , 26 ,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,N/A,Teaching,Emergency - Comprehensive,16553,14804,8,2273,3636,7400,4433,3588,3467,2664,1725,1665,514,,2859,3927,6129,89,2591,471,15299,1222,,62,40,5,17,54,46,1690,6,28141,40,40,2,,6784,4955,1018,15921,2687,,493,184,534,11,1120,256,1563,371,5488,3405,81,1950,990,47,3345,1288,816,9421,2,,2094,44,111,11,269,17,357,250,23941,2667,150,1110,168,154,22,,31365,1148,28694,1523,4103,4890,,495,833,836,896,1407,1598,1178,1157,135,458,,783,1084,2116,425,81,4481,23,520,,290,1471,53,,35,5922,700,2,0,0,0,0,0,1805,3653,113,2987,435,,68,214,1737,1124,,294,422,1005,1731,141,374,426,31,105,556,110,602,3,41,9,356,46,697,70,23,1449,5761,118,42,315,61,27,1,19,8,,8993,511,7741,741,2014,Government,466,33,33
106301297,301297,PLACENTIA LINDA HOSPITAL,ORANGE,Investor - Corporation,General Acute Care Hospital,1301 NORTH ROSE DRIVE,PLACENTIA,92870,100-149,N,N,, 55 , 29 ,Brea East/Placentia Central and North/Yorba Linda,Urban,N/A,N/A,Emergency - Basic,14330,10553,,2441,2948,3892,3358,3299,3026,1959,1607,2043,310,,939,758,6276,21,2217,196,14476,468,232,31,181,34,,,,86,,23674,174,3,,,1104,5135,547,15971,2126,,464,132,772,3,1508,441,1712,443,6020,1446,13,1868,564,15,919,2415,975,5173,,,2060,106,131,14,142,41,127,296,18060,3053,123,512,57,149,12,,24883,209,23672,1002,1278,1071,,28,150,146,240,372,339,397,677,,,,111,43,357,158,1,1677,2,149,39,51,340,17,10,5,1304,432,2,0,0,0,0,0,290,1142,269,606,42,,24,24,386,554,,146,182,183,243,32,47,28,1,42,269,94,94,,,,154,20,108,1,4,98,1888,33,4,4,18,4,,6,7,,2349,34,2229,86,2014,Investor Owned,114,39,20
106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,Public - City or County,General Acute Care Hospital,1415 ROSS AVENUE,EL CENTRO,92243,150-199,N,N,Level IV, 56 , 40 ,El Centro/Heber/Holtville/Imperial/Seeley,Rural,N/A,N/A,Emergency - Basic,24892,20887,,7081,5829,6383,5376,4802,5021,3902,3007,3009,1369,,136,886,38708,18,902,702,4427,850,466,73,76,,1,169,229,4,,43815,31,65,,,24714,9398,1270,7295,3098,4,1220,308,1620,12,2693,716,3090,1233,8997,2063,100,2207,3914,132,1189,5874,1691,8720,,,2766,152,173,18,384,7,214,683,35735,4241,107,906,111,211,71,,45779,40,27164,18575,1620,1834,,50,168,212,280,501,571,696,889,47,40,,16,62,2738,70,55,513,,235,93,157,680,29,13,1,1832,392,22,0,0,0,0,0,916,2063,14,378,83,,35,53,745,718,,177,195,555,187,42,66,71,5,23,420,79,65,4,2,12,150,14,151,5,6,134,2904,26,3,6,7,9,1,16,22,,3454,,1608,1846,2014,Government,161,51,24
106130760,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,Public - District,General Acute Care Hospital,207 WEST LEGION ROAD,BRAWLEY,92227,100-149,N,N,Level IV, 56 , 40 ,Brawley/Westmorland,Rural,N/A,N/A,Emergency - Basic,23291,18445,,7524,5685,6705,5672,4462,4257,2690,1807,1507,1427,,71,793,33892,5,22,75,6878,609,467,34,22,5,12,165,,,,40141,41,240,,,5423,5347,1117,27641,2207,1,1295,160,800,13,2052,534,2560,1061,7517,2635,82,1852,1787,79,954,5919,1819,10617,,,2161,99,171,19,372,15,236,517,32821,4178,103,831,48,141,24,,41736,38,32343,9355,1101,1100,,42,125,186,188,355,373,378,417,60,77,,4,67,1550,,6,574,,116,61,39,113,31,25,,1598,159,59,0,0,0,0,0,723,1083,91,252,52,,44,30,410,346,,126,147,315,112,39,47,40,,7,359,112,61,,1,5,94,14,52,7,4,55,1916,29,1,3,5,4,,12,5,,2201,4,1430,767,2014,Government,107,51,16
106331216,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,47111 MONROE STREET,INDIO,92201,150-199,N,N,, 56 , 28 ,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,N/A,N/A,Emergency - Basic,17914,16298,1,5979,4252,5530,4380,4030,3755,2339,1433,985,1530,,151,1157,24998,10,75,68,7754,567,2723,93,3,10,,,,990,,29627,199,,1,,4641,4472,674,19980,4446,,1323,59,681,5,1860,581,1704,696,7221,1504,32,1798,1291,113,2421,3832,1375,7717,,,2356,132,154,22,524,15,211,615,25436,3288,144,831,156,193,136,,34213,94,26606,7513,1968,1993,,140,322,313,352,618,623,631,581,154,227,,24,116,2516,9,12,1279,5,141,103,122,232,52,32,2,2615,643,19,0,0,0,0,0,1617,1166,168,903,107,,173,72,674,682,,236,200,285,372,45,45,81,7,54,644,115,237,1,,38,177,46,210,11,34,204,3122,50,10,15,33,14,,29,6,,3961,10,2880,1071,2014,Investor Owned,156,36,12
106331288,331288,PALO VERDE HOSPITAL,RIVERSIDE,Public - District,General Acute Care Hospital,250 NORTH FIRST STREET,BLYTHE,92225,50-99,Y,N,, 56 , 28 ,Blythe,Rural,Rural,N/A,Emergency - Standby,4435,4581,,979,916,1392,1231,1116,1310,939,619,319,195,,47,1129,3725,21,25,45,4024,324,436,20,,1,,,397,170,,7647,14,7,,,3307,1933,612,2001,1162,1,154,47,304,4,528,213,453,191,2162,519,16,579,415,10,341,986,364,1730,,,650,45,83,9,144,12,56,201,6507,975,45,200,31,52,6,,9016,15,8618,383,299,337,,19,54,59,62,113,99,115,101,,14,,2,67,190,5,1,369,2,44,18,15,1,5,1,1,412,73,66,0,0,0,0,0,149,260,77,111,39,,11,14,63,171,,61,42,28,33,22,11,21,,9,80,31,39,,,,20,5,41,3,2,23,521,10,,1,2,2,,3,3,,636,2,580,54,2014,Government,51,36,6
106190352,190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,100-149,N,N,, 57 , 22 ,Bassett/Industry West/La Puente,Urban,N/A,N/A,Emergency - Basic,8321,7026,,2827,2205,2828,2253,1999,1398,720,336,243,538,,789,264,13267,,116,5,906,379,897,17,2,,,3,17,248,,13755,23,6,,,3601,742,249,8926,1829,,435,34,202,2,974,248,845,337,2981,1167,8,1124,709,8,754,1788,513,3218,,,828,31,11,3,264,17,55,258,11893,1428,32,384,47,90,6,,15347,170,10178,4999,1184,1135,,69,193,212,360,417,354,264,305,41,104,,281,46,1754,16,2,219,1,206,95,47,56,6,1,,1688,220,,0,0,0,0,0,1442,685,39,124,29,,83,35,217,458,,134,150,244,65,31,21,44,,15,324,88,407,,,3,37,5,47,3,,52,2127,19,,4,2,6,,7,10,,2319,55,2069,195,2014,Investor Owned,117,38,9
106190570,190570,NORWALK COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,13222 BLOOMFIELD AVENUE,NORWALK,90650,50-99,N,N,, 57 , 32 ,Norwalk/Studebaker,Urban,N/A,N/A,Emergency - Basic,2558,2388,1,466,479,766,776,679,839,505,211,177,49,,184,545,3016,8,159,40,995,237,335,11,9,,1,29,27,56,24,4004,214,,,,2031,898,78,1220,720,,75,28,125,1,337,166,260,143,1098,375,18,270,311,,262,410,240,828,,,345,9,41,2,53,,18,51,3758,511,17,112,3,16,11,,4947,48,4163,736,941,1163,,13,84,157,216,509,475,308,342,,,,131,323,895,57,14,680,4,78,112,49,7,244,4,7,802,797,4,0,0,0,0,0,777,1185,42,78,22,,4,41,248,276,,111,220,444,127,52,22,116,22,35,206,125,55,,,,115,7,25,2,2,128,1762,35,,4,3,11,,3,7,,2104,31,1712,361,2014,Investor Owned,50,38,4
106190631,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,12401 EAST WASHINGTON BLVD.,WHITTIER,90602,500+,N,N,, 57 , 32 ,La Habra Heights/Whittier,Urban,N/A,N/A,Emergency - Basic,34123,26086,,10120,7524,9132,7573,6409,5950,4176,3379,3545,2391,10,1033,765,47384,34,316,22,10655,2322,2209,86,76,32,1,18,18,384,17,54584,176,279,,7,25852,10470,1190,16323,6374,,1864,142,1142,22,2839,748,3633,1912,12872,3823,97,3384,1449,150,1458,5845,2552,16275,,2,4373,139,312,23,469,72,447,617,45466,6314,194,1332,141,249,61,,60209,210,52252,7747,6343,5322,,225,566,816,1076,1692,1851,2077,3000,186,176,,446,146,6282,108,10,4656,17,284,111,290,2243,216,1,39,6629,1848,4,0,0,0,0,0,1655,6791,95,2593,531,,234,111,2669,1898,,518,640,1585,1052,256,370,263,9,78,1029,265,630,2,5,51,689,41,1018,19,54,836,8664,202,8,29,26,26,3,36,14,,11665,102,9831,1732,2014,Nonprofit,548,38,61
106190766,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,13100 SOUTH STUDEBAKER ROAD,NORWALK,90650,100-149,N,N,, 57 , 32 ,Norwalk/Studebaker,Urban,N/A,N/A,Emergency - Basic,6761,6275,,1624,1749,2398,2021,1781,1637,836,443,307,240,,4,1661,7895,1,486,4,2985,325,1167,22,7,3,,,674,210,118,10433,9,67,1,,1527,6585,814,498,3612,,176,60,248,9,845,205,714,196,3119,834,20,775,1183,11,682,1676,493,1790,,,819,43,109,5,297,5,40,194,9374,1460,69,425,91,83,22,,13036,13,12742,281,1517,1270,,85,194,237,297,523,462,383,481,19,106,,132,233,1437,86,1,897,1,170,179,78,117,90,,95,1544,512,2,0,0,0,0,0,1276,1138,16,234,123,,25,41,367,420,,194,173,295,182,54,30,117,3,82,392,118,291,,3,,100,25,111,4,13,120,2296,58,2,6,14,23,,7,8,,2787,22,2661,104,2014,Investor Owned,117,38,8
106190883,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor - Corporation,General Acute Care Hospital,9080 COLIMA ROAD,WHITTIER,90605,150-199,N,N,, 57 , 32 ,La Habra Heights/Whittier,Urban,N/A,N/A,Emergency - Basic,13567,10216,,4029,3045,3992,3416,2768,2499,1456,820,865,893,,1923,461,15607,18,1213,37,4524,780,807,29,8,4,,61,50,151,5,21634,80,149,,25,2526,2496,319,15556,2886,,967,92,448,6,1362,337,1544,528,5026,1359,49,1493,657,88,867,2920,1047,4992,,1,1685,57,148,11,195,64,170,290,18091,2202,109,531,43,131,56,,23783,710,19873,3200,2510,2037,,71,362,455,601,831,738,520,967,1,1,,799,101,2336,117,11,1183,,277,151,115,336,10,55,28,2779,795,1,0,0,0,0,0,1750,1507,57,1094,116,23,154,109,536,875,,215,352,520,342,80,109,107,13,79,444,163,446,,2,1,190,23,194,6,19,293,3684,54,4,18,30,12,3,12,5,,4547,538,3269,740,2014,Investor Owned,178,38,11
106190081,190081,BEVERLY HOSPITAL,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,200-299,N,N,, 58 , 32 ,Pico Rivera/Santa Fe Springs Northwest,Urban,N/A,N/A,Emergency - Basic,15054,12467,2,4461,3452,4690,3774,3073,2897,1893,1267,1260,756,,378,367,24435,6,311,55,1971,3,2272,47,,1,7,,,214,13,24135,137,694,,,14545,6911,501,1529,4037,,696,92,413,6,1127,292,1687,490,5032,2253,36,1348,2475,27,1012,2280,1095,7161,,1,1884,54,124,16,154,284,57,287,21164,2404,95,806,54,98,42,,27523,288,22512,4723,3396,3135,,113,311,437,685,1037,1083,1090,1426,116,233,,205,111,5359,58,11,787,,370,276,174,515,1,15,23,4120,1036,1,0,0,0,0,0,2585,3096,25,686,139,,54,211,1091,1028,,397,363,679,467,136,138,187,4,91,816,170,683,2,4,10,353,21,279,21,16,276,5408,78,2,31,12,9,,11,14,,6531,320,3655,2556,2014,Nonprofit,224,38,16
106190243,190243,PIH HOSPITAL - DOWNEY,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,11500 BROOKSHIRE AVENUE,DOWNEY,90241,150-199,N,N,, 58 , 32 ,Downey Northeast,Urban,N/A,N/A,Emergency - Basic,24870,18630,,7194,5801,6767,5485,4692,4244,3286,2492,2185,1354,,492,2027,34523,19,1861,205,4373,1046,485,45,25,7,4,14,52,164,12,41278,185,179,,4,20355,7193,647,9838,5467,,1457,170,856,17,3126,581,2443,840,9587,2589,59,2164,1232,48,1312,4990,1752,10276,,1,3369,113,172,19,394,42,222,427,33052,4119,126,1089,114,210,32,,43500,270,33152,10078,3458,2886,,36,283,377,567,880,1182,1314,1695,10,,,163,341,4081,279,18,1459,3,385,122,174,835,32,23,84,3542,1142,5,0,0,0,0,0,1646,3449,138,858,253,,71,154,1347,1063,,362,411,885,402,114,146,171,7,30,592,164,410,,6,9,292,18,367,7,17,257,5231,95,7,11,16,12,1,3,10,,6344,66,4069,2209,2014,Nonprofit,199,40,22
106196403,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,9333 IMPERIAL HIGHWAY,DOWNEY,90242,300-499,N,N,, 58 , 32 ,Downey Northeast,Urban,N/A,N/A,Emergency - Basic,46940,35133,2,10855,8847,12022,10762,9688,9461,8035,5835,4396,2173,1,3916,15042,48901,226,1274,966,11750,770,643,30,446,84,2,5,36,657,33,78814,167,8,11,369,17663,14918,200,43077,6217,,2720,544,2354,23,5464,1580,5438,1723,15395,5718,271,4540,1545,127,2671,7153,2855,21953,,1,5473,168,537,18,546,44,661,746,64684,6686,179,1734,150,366,83,,82075,746,68224,13105,4968,4641,,240,533,697,1012,1390,1957,1852,1698,69,161,,694,1916,4586,18,28,2329,38,397,79,213,1863,74,16,24,6249,691,3,0,0,0,0,0,717,4694,13,3919,266,,92,265,1757,1841,,561,619,1313,682,199,266,237,13,120,935,286,390,,12,21,404,36,725,10,21,536,7641,149,8,15,20,13,4,20,7,,9609,98,7781,1730,2014,Nonprofit,352,40,63
106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,800 SOUTH MAIN STREET,CORONA,92882,150-199,N,N,, 60 , 31 ,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,N/A,N/A,Emergency - Basic,23498,18288,,6063,5155,6971,5975,5417,4542,2686,2023,1794,1157,3,1115,2873,19629,131,2009,145,15884,500,728,73,54,15,1,,89,392,,39579,243,60,,52,19215,5044,857,10700,5970,,1493,151,1066,11,2398,511,3257,943,9359,2451,91,2165,1291,56,1392,4630,1702,8819,,,3088,156,153,22,390,125,142,436,31750,3804,161,1094,159,292,14,,41786,676,37205,3905,2774,2561,,125,402,473,617,931,867,830,986,25,79,,230,386,1929,245,15,2517,13,249,116,135,381,66,2,6,3506,851,23,0,0,0,0,0,1609,2497,103,902,224,,68,145,833,1178,,301,370,559,359,72,63,87,1,192,589,143,368,1,1,5,230,27,174,2,7,179,4581,58,,5,36,6,1,16,13,,5335,149,4586,600,2014,Investor Owned,160,42,19
106331293,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,Nonprofit - Corporation,General Acute Care Hospital,3865 JACKSON STREET,RIVERSIDE,92503,150-199,N,N,, 60 , 31 ,Casablanca/Riverside Central,Urban,N/A,N/A,Emergency - Basic,23185,17659,4,7067,5412,7156,5900,4957,4367,2209,1182,1015,1583,,625,2675,20002,152,1161,6,16227,669,2574,69,37,10,,,7,16,,37347,118,1,,,21722,4314,777,7800,6235,,1383,178,799,42,3040,640,2511,888,8101,2868,104,2637,1580,120,1549,5624,1816,6967,,1,2451,59,36,12,323,,124,501,32032,4230,163,603,72,209,32,1,40848,260,34697,5891,3087,2467,,140,373,467,633,1124,1039,795,835,77,71,,140,466,2019,113,2,2807,7,240,221,186,435,27,49,,3159,1236,1,0,0,0,0,0,2110,2406,32,801,205,,110,112,811,1038,,299,475,609,314,97,113,136,7,62,667,176,492,1,3,32,182,41,115,,1,151,4957,39,2,7,35,15,,7,2,,5554,59,4721,774,2014,Nonprofit,193,41,14
106334025,334025,KAISER FND HOSP - RIVERSIDE,RIVERSIDE,Nonprofit - Corporation,General Acute Care Hospital,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,200-299,N,N,, 60 , 31 ,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,N/A,N/A,Emergency - Basic,20454,16293,1,3837,3783,5450,4339,4523,4661,3805,3056,2429,865,,1443,4510,13283,150,587,1415,15360,262,227,44,224,47,143,10,14,585,2,34917,129,,3,141,5984,7883,163,19010,3672,36,818,261,1632,5,2335,849,2208,764,6755,2732,105,2090,865,82,1893,2849,994,9510,1,,2225,148,337,12,214,10,287,355,29144,2665,114,869,164,176,28,,36748,460,33096,3192,2243,2201,,51,212,228,447,747,818,1025,865,16,35,,209,556,1101,19,28,2515,16,211,43,168,883,41,8,11,2629,450,,0,0,0,0,0,213,2564,13,1556,98,,38,118,977,713,,207,204,930,321,73,114,107,3,80,363,65,118,2,3,8,163,12,326,5,5,199,3635,39,5,11,18,12,,7,7,,4444,70,4023,351,2014,Nonprofit,226,41,42
106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,Investor - Partnership,General Acute Care Hospital,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,300-499,N,N,Level II, 61 , 31 ,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,N/A,N/A,Emergency - Basic,47264,34655,1,10793,9170,16597,12094,9910,9228,5336,3215,3127,2450,,1408,9239,39352,64,7436,6,24415,175,1261,116,17,23,18,13,854,411,7,78228,317,13,6,461,9052,11562,34554,13425,13327,,4934,329,1600,18,4521,1028,4370,2594,17043,4538,176,5207,3390,139,2847,8233,3111,17841,,1,5075,210,419,24,1096,89,482,996,62420,7242,394,2792,199,387,95,,81920,536,74241,7143,9660,7083,,462,2241,1663,1621,2719,2756,2415,2686,95,85,,485,1697,6082,1641,,6818,20,275,437,492,1183,238,123,4,11481,2498,12,0,0,0,0,0,5833,6549,393,3280,688,,2269,275,3209,2388,,691,801,1389,1836,259,412,366,28,129,1231,273,1133,1,9,44,851,67,649,103,37,902,13234,266,50,387,67,53,4,45,28,,16743,190,14823,1730,2014,Investor Owned,373,41,50
106334048,334048,KAISER FND HOSPITAL - MORENO VALLEY,RIVERSIDE,Nonprofit - Corporation,General Acute Care Hospital,27300 IRIS AVENUE,MORENO VALLEY,92555,100-149,N,N,, 61 , 31 ,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,N/A,N/A,Emergency - Basic,18714,12779,1,4975,4141,5458,4221,3444,3106,2312,1767,1173,897,,801,9393,13854,65,572,183,6626,478,216,19,76,16,16,10,1,157,,30340,45,,2,118,12313,4802,366,10487,3519,7,976,202,778,9,1507,608,2281,436,5757,2767,66,1685,543,53,637,3592,1127,8470,,,2064,87,155,12,191,21,137,348,24527,2935,113,677,75,140,12,,31494,162,28391,2941,1177,893,,33,154,166,193,313,401,466,334,,10,,84,527,646,15,2,791,5,138,28,56,343,12,,15,1311,167,,0,0,0,0,0,238,1099,6,655,72,,82,66,402,401,,112,130,342,90,23,30,40,1,20,233,33,65,,,,48,13,135,2,3,95,1743,15,,3,2,4,,4,3,,2070,16,1835,219,2014,Nonprofit,101,41,12
106334487,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,RIVERSIDE,Public - City or County,General Acute Care Hospital,26520 CACTUS AVENUE,MORENO VALLEY,92555,300-499,N,Y,Level II & Level II - Ped, 61 , 31 ,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,N/A,Teaching,Emergency - Basic,35854,33043,,7211,7517,14014,11156,10398,10169,4604,1377,777,1674,,984,13460,37532,105,959,660,15197,75,3754,118,1,2,,,,743,1,64031,5,,,167,36030,3742,4353,4199,20568,5,1769,259,1339,22,4017,1091,3922,1603,12256,5571,193,3515,9851,71,2428,6122,3067,11796,,5,3441,113,206,31,1238,19,210,577,55701,4660,228,1763,302,378,30,,68897,591,56999,11307,4916,5918,,514,1234,1276,1722,2322,1573,856,743,163,431,,263,1878,5348,142,13,3172,18,357,271,231,564,190,7,137,7405,670,1002,0,0,0,0,0,3647,1442,963,4042,730,10,122,203,1569,1661,,566,460,1248,1709,273,255,556,37,586,819,299,427,,11,33,446,56,472,163,40,468,8274,139,40,501,144,45,1,31,14,,10834,131,8714,1989,2014,Government,439,41,40
