oshpd_id9,oshpd_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Home_Health_Service,Not_Defined_Elsewhere,Other_Care,Hospice_Care,Critical_Access_Hospital,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Other,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Dx_Invalid,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_Dx_Births,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,a_EC_Fire_Accidents,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear
106380965,380965,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",450 STANYAN STREET,SAN FRANCISCO,94117,,YES,162g,,04 - West Bay,SAN FRANCISCO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,336,Basic,7329,7569,,,200,748,2986,2503,2183,2143,1485,1055,1580,15,,2366,1756,1014,6,118,198,9440,9,300,16,,,70,13,14364,73,,18,33,2,,,2126,3887,471,5277,3137,66,,34,308,1,717,211,742,211,3929,1063,12,630,716,,841,1150,882,3385,,1263,39,110,10,166,4,115,149,10465,2085,107,239,16,79,51,,14898,833,13891,174,1606,1626,,1,30,130,137,231,400,426,570,1309,,,,823,345,162,14,20,1867,2,51,62,97,470,80,5,42,1612,814,,0,0,0,0,0,0,395,1989,218,612,19,1,33,690,493,120,196,213,307,94,132,77,8,79,445,203,139,3,,,246,17,150,1,10,159,2548,49,2,11,12,5,16,6,,1,3233,460,2717,56,2010
106381154,381154,UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,94122,,YES,162g,,04 - West Bay,SAN FRANCISCO,General Acute Care,University of California,General Medical / Surgical,582,Basic,13811,11993,,,2357,2041,4138,3972,3687,3518,2536,1642,1533,370,10,11,4575,1966,64,3122,4364,11702,136,130,32,31,,432,10,24879,39,,99,,11,5,,5550,5722,777,10869,2886,284,,139,784,22,1025,321,1262,537,4760,2324,197,1673,236,26,1571,1587,906,8150,,1471,104,102,9,238,1,244,160,20524,2183,141,385,90,112,40,,25804,2469,22501,834,3877,3925,,,286,562,584,947,1274,1183,1083,1409,113,361,,1670,1150,882,578,17,3488,17,110,134,293,1163,233,20,38,5081,725,5,0,0,0,0,0,0,1709,3603,41,2096,353,22,257,1335,1001,376,493,445,952,205,518,265,12,95,983,244,558,25,16,,329,50,603,19,27,159,6377,86,5,11,52,63,17,3,,1,7802,1242,6218,342,2010
106382715,382715,CHINESE HOSPITAL,845 JACKSON STREET,SAN FRANCISCO,94133,,NO,162a,,04 - West Bay,SAN FRANCISCO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,54,Standby,2279,1854,,,209,221,259,246,397,444,500,950,892,15,,3694,147,51,,11,29,201,59,52,2,,,,,4015,2,2,1,,,,,918,1236,84,1600,295,6,,10,121,1,227,100,213,64,1035,297,7,112,84,,36,332,171,1317,,441,4,30,,23,14,10,48,3067,398,12,58,2,22,4,,4133,3559,574,,756,718,,,4,4,13,34,81,146,482,710,,,,1442,10,2,1,,19,,34,20,44,487,3,,4,678,204,,0,0,0,0,0,0,95,1263,12,94,10,,25,274,249,70,88,34,84,15,146,8,,2,306,36,136,1,,,81,4,66,,,36,1276,1,,7,,1,1,1,,,1474,1415,59,,2010
106390846,390846,DAMERON HOSPITAL,525 WEST ACACIA,STOCKTON,95203,,NO,169b,,06 - North San Joaquin,SAN JOAQUIN,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,202,Basic,18150,13687,,,5078,4138,5674,4272,3979,3267,1792,1082,1141,1414,,2684,8001,10888,7,609,1,9647,325,1144,74,5,,174,,29851,263,,,,,1,,13657,4342,876,9307,3655,785,,82,529,8,1387,461,1798,946,7761,1829,31,1822,828,32,895,4099,1416,7128,,2339,164,120,20,570,6,62,400,23655,2847,185,1071,101,270,27,,31837,449,30214,1174,2818,2263,,,144,296,354,495,867,881,838,958,88,160,,585,958,1138,98,,2302,,97,120,217,253,32,65,38,3244,1014,1,0,0,0,0,0,0,1058,2615,43,1136,229,86,88,887,795,331,289,324,393,81,61,110,16,47,884,148,528,1,11,1,205,34,236,22,10,72,4337,69,6,19,39,14,11,5,,2,5081,217,4675,189,2010
106390923,390923,LODI MEMORIAL HOSPITAL,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,,NO,166,,06 - North San Joaquin,SAN JOAQUIN,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,190,Basic,11493,9478,4,,3128,2387,3348,2477,2484,1996,1428,1244,1605,878,,414,411,6239,11,422,90,13388,704,380,84,,126,106,,19353,219,,2,,,1,,7418,4269,1340,4809,3139,766,,99,549,9,1243,372,1451,386,5374,896,48,1183,805,32,612,2218,753,4179,,1724,181,203,15,246,6,108,237,15051,2190,155,584,112,156,7,,20975,248,17954,2773,2999,2531,,,143,222,269,538,703,898,989,1484,81,203,,176,64,911,55,5,4317,2,224,91,219,756,65,8,63,3022,1077,5,0,0,0,0,0,0,911,3235,113,850,421,55,65,968,884,239,337,576,394,98,85,114,1,68,871,149,611,5,9,1,289,42,206,17,25,131,4655,61,9,25,35,19,15,1,,,5530,85,5016,429,2010
106391010,391010,SAN JOAQUIN GENERAL HOSPITAL,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,,NO,169b,,06 - North San Joaquin,SAN JOAQUIN,General Acute Care,City and/or County,General Medical / Surgical,196,Basic,20052,22824,,,3184,3555,8380,6559,7665,7029,3630,1099,655,1120,,3349,8221,16960,83,840,100,13323,4711,2801,68,,1716,5,,33424,139,11,1,,,,,14400,3711,6539,2286,15940,1471,2,300,1588,15,3387,1222,2442,1025,7507,3044,103,2252,1580,88,1532,4210,2415,8693,,2008,103,212,21,1099,50,144,407,33704,3122,183,1195,251,171,206,,42876,1524,34729,6623,1694,2593,,,148,441,459,742,1033,726,295,214,87,142,,490,723,1562,58,42,1405,7,142,113,164,70,36,,,3159,325,278,0,0,0,0,0,0,1372,907,160,164,1684,76,66,730,756,289,235,343,587,73,103,78,2,37,507,190,196,3,14,2,165,32,173,124,8,161,3358,61,16,110,37,8,14,20,,,4287,286,3291,710,2010
106391042,391042,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,,NO,169a,,06 - North San Joaquin,SAN JOAQUIN,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,338,Basic,20932,16666,5,1,6142,4136,6141,4488,4639,3908,2706,1725,2058,1661,,2739,6714,15124,182,871,312,11662,521,3199,171,5,,97,9,33531,25,2,7,1,18,10,8,16887,6791,1053,5713,7160,1156,,122,715,6,1780,541,1955,733,7556,2619,36,2180,1492,35,1421,4485,1483,9289,,2474,243,176,35,619,8,47,416,28989,3019,177,1019,110,208,64,,37604,798,33451,3355,4848,3938,,,204,455,481,818,1291,1483,1460,2218,124,252,,946,1035,2300,185,20,4261,39,118,196,414,1023,94,59,53,5102,1721,6,0,0,0,0,0,0,1803,4751,114,1325,793,168,136,1622,1253,399,488,795,880,157,249,219,21,92,1319,270,685,5,26,2,480,111,482,72,41,349,6935,105,13,66,57,34,22,18,,1,8786,375,7842,569,2010
106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BOULEVARD,TRACY,95376,,NO,163,,06 - North San Joaquin,SAN JOAQUIN,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,82,Basic,18072,14037,,,5530,3799,4556,4649,4521,3528,2032,1272,1055,1167,,2264,3438,10968,117,1644,75,13603,305,127,42,199,,110,44,31110,122,45,2,,,3,,10677,3974,979,11147,5332,831,1,95,490,11,1777,388,1844,1124,6159,2215,348,3559,863,10,817,3976,1315,6286,,2008,125,186,10,278,8,163,275,25186,2696,108,783,70,182,31,,32109,1290,26439,4380,1177,980,,,62,117,166,227,327,342,368,500,11,37,,179,183,546,110,1,1129,9,164,24,79,71,69,,35,1406,309,,0,0,0,0,0,0,362,1177,35,399,184,36,53,368,472,149,107,207,176,25,48,59,2,20,295,54,83,,3,,118,21,132,5,9,66,1735,38,3,3,17,3,3,2,,2,2157,189,1702,266,2010
106392287,392287,DOCTORS HOSPITAL OF MANTECA,1205 EAST NORTH STREET,MANTECA,95336,,NO,164.1,,06 - North San Joaquin,SAN JOAQUIN,General Acute Care,Investor - Corporation,General Medical / Surgical,73,Basic,12506,9455,,,3882,2640,3753,3044,2601,1989,1334,919,937,862,,300,814,5127,12,681,397,14630,285,414,27,,,34,6,21075,108,1,11,,,,,2162,3299,1449,12343,2708,403,,62,419,4,1187,307,1356,498,5436,1470,7,1689,496,36,542,2909,965,4175,,1614,122,128,14,233,22,93,266,16238,2446,72,555,44,90,24,,21961,111,20683,1167,971,849,,,36,71,98,160,254,295,360,522,7,17,,27,75,262,40,45,1367,4,104,30,66,151,3,8,15,998,351,94,0,0,0,0,0,0,75,1050,125,481,89,13,44,335,300,110,111,105,156,39,45,43,1,19,325,51,120,2,1,,129,17,125,10,5,73,1373,25,1,5,10,37,6,4,,,1820,10,1755,55,2010
106394009,394009,KAISER FND HOSP-MANTECA,1777 WEST YOSEMITE AVENUE,MANTECA,95336,,NO,164.1,,06 - North San Joaquin,SAN JOAQUIN,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,61,Basic,24890,20147,2,,5672,5576,5284,5895,6475,6071,3948,2917,2244,957,,2717,3335,13826,273,1073,294,23521,569,327,51,8,6,188,7,43227,171,4,16,375,42,34,14,1604,7462,116,32105,3752,765,,255,1420,16,2580,779,2278,751,10381,2839,84,3080,890,47,1274,4367,1571,11662,,3078,117,346,24,279,15,134,411,33840,5222,173,986,92,296,26,,45039,386,41390,3263,2496,2159,,,138,164,299,448,735,863,944,886,68,110,,273,311,891,88,6,3064,22,448,38,140,155,61,13,27,3154,618,1,0,0,0,0,0,0,54,2343,8,2148,102,40,95,937,934,245,258,469,423,69,99,73,6,43,603,107,233,3,17,1,215,20,261,1,5,242,3808,38,4,14,28,7,7,5,,,4655,63,4378,214,2010
106400466,400466,ARROYO GRANDE COMMUNITY HOSPITAL,345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,,NO,171,,08 - Mid-Coast,SAN LUIS OBISPO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,53,Basic,10025,8377,,,2182,2317,2542,2242,2316,2118,1444,1348,1572,321,,181,173,3362,22,899,175,13590,351,73,25,,,69,,17880,2,,,2,,,,4983,4190,855,5818,2556,278,,34,413,2,872,218,900,331,4898,1224,21,1020,676,6,459,1592,866,4591,1,1449,147,183,19,179,10,108,234,13195,1905,162,635,28,133,15,,18402,162,17184,1056,1119,1023,,,46,95,109,164,267,333,403,725,,,,31,20,189,53,4,1842,3,71,21,102,344,19,5,32,1245,302,1,0,0,0,0,0,0,184,1408,10,388,152,1,32,373,443,112,90,338,269,38,30,27,1,17,253,42,76,,,,201,32,81,8,8,62,1648,27,7,32,19,8,5,4,,,2142,12,2062,68,2010
106400480,400480,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,,NO,172,,08 - Mid-Coast,SAN LUIS OBISPO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,112,Basic,6810,6065,,,828,1076,2143,1371,1636,1818,1282,1002,1550,169,,98,215,1332,13,476,233,10508,97,50,13,,,63,,12622,14,,1,1,3,11,,2505,3737,627,4302,1704,225,,51,403,6,652,183,593,149,2910,942,24,646,378,3,402,991,588,3729,,1074,60,96,6,110,9,75,110,9604,1249,127,250,37,59,9,,12875,1133,11226,516,1073,1066,,,22,74,55,157,274,351,415,791,,,,23,17,88,60,32,1919,,26,21,71,327,15,42,19,1218,397,3,0,0,0,0,0,0,137,1486,10,413,93,9,43,518,379,98,92,203,205,34,83,38,,14,259,37,127,,,,126,11,191,2,4,92,1614,60,4,13,8,6,2,6,,,2139,9,2097,33,2010
106400524,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY STREET,SAN LUIS OBISPO,93405,,NO,172,,08 - Mid-Coast,SAN LUIS OBISPO,General Acute Care,Investor - Corporation,General Medical / Surgical,164,Basic,8886,8239,1,,1851,2249,3433,2055,1934,1992,1274,805,1105,428,,193,328,1582,1,270,249,14503,130,59,40,,,87,6,16666,81,1,49,,1,6,,339,3308,1046,10158,2275,328,,64,376,6,811,226,852,269,4719,737,16,2029,545,24,657,1657,811,2999,,1492,63,151,15,176,6,105,219,12234,1912,218,361,60,109,5,,17126,92,16495,539,1228,1376,,,105,194,188,260,436,353,317,603,47,101,,21,61,164,37,53,2267,1,82,14,82,249,36,3,29,1559,386,164,0,0,0,0,0,0,250,1089,336,710,219,19,38,337,512,104,121,226,427,66,60,72,1,42,331,72,169,2,5,,184,28,120,12,3,130,1971,39,19,39,39,8,7,4,,1,2604,9,2548,47,2010
106400548,400548,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS ROAD,TEMPLETON,93465,,NO,170,,08 - Mid-Coast,SAN LUIS OBISPO,General Acute Care,Investor - Corporation,General Medical / Surgical,122,Basic,15485,11947,,,3499,3159,4731,3580,3422,3128,2031,1441,1698,743,,152,582,4430,12,299,291,21666,356,99,58,1,,13,6,26721,51,113,13,,,1,,861,5409,1978,15602,3582,673,,94,631,4,1370,249,1392,405,6942,1527,21,2419,662,32,590,3078,1540,5803,,2300,90,183,23,192,10,88,385,19989,2957,211,704,107,179,14,,27432,91,25296,2045,2287,1909,,,84,235,260,439,684,666,615,1199,,14,,19,99,354,39,57,3628,,113,73,152,745,78,,47,2276,605,107,0,0,0,0,0,0,423,2309,393,747,324,38,44,722,803,183,241,219,516,100,106,88,3,60,526,126,419,2,,,305,65,247,10,10,97,3242,71,14,56,39,15,20,4,,1,4196,4,4032,160,2010
106410782,410782,SAN MATEO MEDICAL CENTER,222 WEST 39TH AVENUE,SAN MATEO,94403,,NO,176e,,04 - West Bay,SAN MATEO,General Acute Care,City and/or County,General Medical / Surgical,100,Basic,17124,16015,,,1896,2180,6814,6112,5961,5572,2756,940,494,414,,561,413,26389,116,2334,172,3154,471,415,26,159,35,788,,31018,,227,,,,,,7715,2743,14073,1126,7482,900,1,91,704,8,1862,638,2383,942,4769,2821,51,1951,2066,7,1307,3467,1823,7348,,1276,92,146,15,335,6,3,186,27935,2360,110,333,177,157,8,,33139,837,19576,12726,1316,1649,,,68,395,424,519,629,432,221,207,7,63,,55,41,2442,120,6,295,6,115,35,68,44,139,164,135,1995,239,31,0,0,0,0,0,0,923,745,166,89,1042,30,27,327,602,129,126,158,195,40,61,39,3,794,263,101,68,2,,,84,14,97,12,13,10,2641,28,5,3,43,3,10,2,,,2965,86,2130,749,2010
106410804,410804,KAISER FND HOSP - REDWOOD CITY,1150 VETERANS BOULEVARD,REDWOOD CITY,94063,,NO,176c,,04 - West Bay,SAN MATEO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,213,Basic,11162,10506,,,2093,1987,2448,2512,2997,2903,2278,1844,2284,322,,2442,1342,5719,70,428,269,11398,91,256,28,,5,87,,20971,30,2,29,126,2,29,12,427,5063,117,14009,2052,343,,123,702,2,939,288,917,301,6228,995,29,1467,826,18,841,1533,706,5410,,1982,97,183,6,172,9,92,256,15028,3061,144,459,36,133,10,,21668,301,19195,2172,1729,1535,,,34,99,143,224,373,502,612,1273,3,1,,342,207,385,30,10,2276,14,150,25,177,513,28,,125,1782,464,,0,0,0,0,0,0,32,2091,4,1042,95,26,73,736,492,103,185,509,327,69,93,66,5,49,316,72,140,,3,,227,13,272,4,10,158,2454,90,2,8,9,5,10,1,,1,3264,82,3032,150,2010
106410806,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,,NO,176a,,04 - West Bay,SAN MATEO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,120,Basic,15118,14254,,,2711,2329,3672,3398,3670,4094,3206,2911,2956,425,,8400,2117,7830,77,515,125,10308,173,188,40,,12,155,3,28404,76,,109,168,8,25,11,555,6737,214,18962,2904,327,,175,1113,1,1932,696,1378,471,7437,1504,58,1732,424,14,1208,3074,1082,6746,,2307,148,431,31,238,14,100,309,20896,3811,113,714,39,209,12,,29372,928,26105,2339,2122,2035,,,33,124,143,284,582,732,946,1313,,,,1118,285,657,20,3,2069,5,236,24,217,711,33,3,110,2431,392,,0,0,0,0,0,0,49,2528,14,1430,136,13,70,811,763,209,239,641,340,101,122,45,4,52,450,62,232,3,,,264,20,605,3,5,81,3062,60,4,6,12,6,16,12,,1,4157,184,3739,234,2010
106410817,410817,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,94015,,NO,176d,,04 - West Bay,SAN MATEO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,250,Basic,11190,8976,,,2507,2012,3229,2776,2492,2253,1579,1296,1460,562,,4414,1153,8300,17,161,1583,4538,251,457,66,36,,12,,19231,103,,2,,,8,,5526,4349,859,6466,2966,529,,43,438,3,827,282,1048,501,4667,1156,21,2235,434,17,653,2090,1079,4143,,1803,135,201,16,226,24,21,185,14729,2007,73,576,18,139,13,,20166,2106,16597,1463,2871,2163,,,34,161,189,340,584,772,1073,1880,1,,,2009,317,627,8,11,2060,2,68,44,260,432,31,16,124,2905,1154,,0,0,0,0,0,0,714,3219,85,873,143,29,45,1314,719,218,315,351,472,67,157,120,4,36,800,107,276,3,1,,324,33,308,3,9,66,4164,75,3,5,18,10,11,5,,,5034,1281,3423,330,2010
106410828,410828,SETON MEDICAL CENTER - COASTSIDE,600 MARINE BOULEVARD,MOSS BEACH,94038,,NO,175.1,,04 - West Bay,SAN MATEO,General Acute Care,Non-Profit Corporation (incl. Church-related),Long-Term Care (SN/IC),5,Standby,1695,1508,,,583,435,348,332,449,425,287,172,94,78,,,,1985,,4,1214,,214,7,2,1,,2,,2969,8,,,,,,,933,409,185,1248,428,9,,4,42,,155,20,156,82,990,149,1,353,140,,53,376,167,506,,285,20,20,4,19,3,6,72,2131,522,28,61,2,30,,,3203,45,2324,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
106410852,410852,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,94010,,NO,176e,,04 - West Bay,SAN MATEO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,229,Basic,18550,15581,2,,4302,3043,4202,4555,4778,4017,2844,2229,3335,828,,4899,1411,6887,46,885,255,19750,205,236,46,2,20,194,,33107,130,,112,56,,22,3,5646,7357,1368,15655,4107,737,,47,726,7,1484,338,1555,858,9523,1936,42,2080,1324,37,1200,3140,1352,7747,,3508,100,264,16,219,21,125,380,24106,4194,211,671,53,262,3,,34133,979,31197,1957,4432,3625,,,400,406,475,715,1009,972,1276,2761,10,33,,1025,248,727,151,112,5785,9,168,103,327,918,118,22,,4896,1502,3,0,0,0,0,0,0,517,4697,49,2221,573,83,102,1271,1113,275,389,762,840,206,162,239,35,1109,854,243,367,3,3,1,627,44,638,5,17,152,6291,114,4,18,117,13,14,3,,,8057,356,7504,197,2010
106410891,410891,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,,NO,176g,,04 - West Bay,SAN MATEO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,279,Basic,9985,7890,,,2518,1918,2054,2162,2424,2102,1375,1121,1757,444,,1026,716,4808,,930,70,10325,32,110,14,3,,8,2,17573,92,32,3,,,6,,3870,3963,724,7222,2096,309,,33,366,2,1061,223,833,357,5038,842,31,1908,311,18,561,2023,709,3250,,1788,69,98,9,125,,5,222,12824,2125,123,319,7,161,,,17875,83,16388,1404,1641,1293,,,28,68,133,245,332,383,493,1252,,,,163,77,303,112,9,2263,7,48,17,123,631,25,2,67,1547,474,,0,0,0,0,0,0,137,1976,35,690,96,28,42,703,428,118,196,258,301,47,89,46,1,150,367,62,97,1,,,212,23,271,,6,193,2141,33,6,8,28,9,3,1,,,2934,49,2763,122,2010
106420483,420483,GOLETA VALLEY COTTAGE HOSPITAL,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,,NO,181a,,10 - Santa Barbara/Ventura,SANTA BARBARA,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,67,Basic,8395,8052,,,1595,2746,3640,1435,1731,1636,1103,907,1420,234,,568,468,3981,27,45,116,11242,335,166,5,20,,25,1,15869,26,,,,,,,2635,2557,895,8094,2266,179,,26,384,2,920,177,869,320,4836,750,12,1032,865,7,1017,1460,786,2805,,1543,87,139,13,233,7,113,210,11236,2187,241,257,61,82,37,1,16447,352,15127,968,400,302,,,41,77,43,55,53,74,99,260,,,,17,9,113,2,4,553,4,44,7,24,42,9,13,2,426,132,3,0,0,0,0,0,0,81,319,18,214,70,3,8,95,146,44,40,50,144,8,6,6,,9,83,23,37,,,,102,7,42,2,1,19,502,10,3,1,9,2,1,1,,,702,8,656,38,2010
106420491,420491,LOMPOC VALLEY MEDICAL CENTER,1515 E. OCEAN AVENUE,LOMPOC,93436,,NO,179,,10 - Santa Barbara/Ventura,SANTA BARBARA,General Acute Care,District,General Medical / Surgical,100,Basic,9183,7478,,,2484,1955,3242,2057,1880,1726,1057,797,835,628,,205,1275,6672,38,242,124,8105,380,1024,25,25,188,70,6,14893,50,,,,,,,6087,2834,1960,3326,2454,383,,57,419,2,883,291,894,148,3800,921,23,1019,545,5,542,1665,643,4421,,1269,111,144,8,180,2,115,161,12107,1893,111,372,85,90,13,,16661,27,15028,1606,818,670,,,62,82,110,144,191,214,259,382,9,35,,12,83,434,12,8,938,1,96,31,48,110,5,9,5,923,232,29,0,0,0,0,0,0,241,850,72,203,122,20,27,216,372,91,87,74,129,21,38,26,1,16,269,44,57,,,,95,10,58,5,4,31,1219,26,4,12,14,2,5,3,,,1488,7,1371,110,2010
106420493,420493,MARIAN MEDICAL CENTER,1400 EAST CHURCH STREET,SANTA MARIA,93454,,NO,180.1,,10 - Santa Barbara/Ventura,SANTA BARBARA,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,167,Basic,24576,20328,,,8018,5570,7083,5590,5114,4068,2410,2062,2595,2394,,939,1050,24559,29,138,37,18152,203,119,62,,,256,,44245,8,,2,8,1,,,19288,7272,1730,9384,7230,1004,,73,708,13,2506,518,2247,1490,8269,2531,28,4029,2333,83,1218,4860,1906,11088,,2971,178,246,27,374,32,248,230,35556,3529,136,958,135,251,33,,44904,185,34524,10195,3033,2670,1,,225,342,365,502,791,765,948,1517,110,139,,211,124,1935,34,2,3397,1,71,36,248,740,59,86,98,3591,769,6,0,0,0,0,0,0,1008,3079,180,976,461,122,52,1082,1049,268,239,985,571,87,85,96,9,57,576,68,333,1,23,1,326,37,391,21,8,266,4446,68,15,52,36,21,5,11,,1,5704,79,4797,828,2010
106420514,420514,SANTA BARBARA COTTAGE HOSPITAL,320 WEST PUEBLO STREET,SANTA BARBARA,93105,Level II,NO,181b,,10 - Santa Barbara/Ventura,SANTA BARBARA,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,350,Basic,15653,15414,,,3424,3073,5031,3815,4029,3892,2599,1656,2615,933,,495,771,9942,43,84,240,19492,60,682,18,18,,175,1,30010,94,2,3,,3,1,,7044,5507,1118,11332,6066,652,,61,802,14,1562,347,1400,678,7764,1471,69,2128,1099,45,2768,2499,1315,6393,,2722,139,271,17,483,31,291,352,22330,2944,329,713,148,202,95,,31067,1011,26738,3318,3719,3899,,,249,568,549,861,1134,1019,973,1993,98,174,,139,149,1413,18,49,5838,12,36,96,279,489,255,70,21,5439,901,32,0,0,0,0,0,0,827,3362,289,2420,720,48,86,1405,1234,222,307,475,970,177,211,175,2,1110,659,154,338,23,22,,454,51,463,31,28,325,5889,100,32,76,96,24,31,15,,3,7618,47,6992,579,2010
