oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Cntrl_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,CONGRESSIONAL_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,SENATE_DISTRICT_DESC,LA_COUNTY_SPA_DESC,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Other,Sex_Unknown,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,oshpd9,CONTROL_TYPE_DESC,blank
106014050,014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,General Acute Care Hospital,5555 WEST LAS POSITAS BLVD.,PLEASANTON,94588,150-199,N,N,,San Jose -- District 15,District 16,District 7,,Dublin/Pleasanton/Santa Rita/Sunol,Urban,,,Emergency - Basic,13046,11334,,,2803,2537,3839,3539,3569,3058,1869,1336,1340,490,,2301,1672,3843,893,1700,170,13801,515,154,53,1,1,1,2,,510,2,23121,20,,,,4798,3935,1410,10990,3247,671,64,627,2,1289,348,1338,377,6625,1145,39,1393,1034,37,1253,2074,775,5288,1,,2090,138,231,13,340,7,151,258,16810,3035,199,827,116,153,12,,24380,599,22438,1343,2071,1813,,,58,131,175,403,583,667,656,1123,35,53,,366,162,307,163,44,2832,10,121,43,158,471,46,46,34,2170,753,42,0,0,0,0,0,462,2133,160,1001,128,30,66,793,576,143,223,464,394,81,105,98,,62,590,113,131,,7,8,241,45,425,1,2,205,2837,49,9,15,23,6,,15,11,,3884,181,3600,103,2013,106014050,Nonprofit - Corporation,
106014233,014233,EDEN MEDICAL CENTER,ALAMEDA,Non-Profit - Corporation,General Acute Care Hospital,20103 LAKE CHABOT RD,CASTRO VALLEY,94546,100-149,N,N,Level II,San Jose -- District 15,District 20,District 10,,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,,,Emergency - Basic,18551,14218,,,2847,2738,5813,5288,4328,4861,2725,1477,2022,670,,1999,6711,8240,71,1823,120,13805,410,306,68,190,55,,162,177,784,38,29919,407,,52,201,11137,6179,1739,7622,6092,904,271,690,6,1803,461,2237,956,7434,2115,69,1811,1051,34,1869,3383,1452,6223,,,2321,136,173,10,543,47,133,323,24671,2781,161,1206,115,118,31,,32769,786,30168,1815,3228,3072,,,81,385,411,632,1060,1110,933,1686,2,,,761,932,943,111,22,3514,17,275,88,271,521,272,62,,3391,1403,17,0,0,0,0,0,1025,3184,133,1339,619,66,109,1235,713,266,346,760,1133,119,152,183,6,123,608,125,351,,3,2,591,69,451,80,30,230,4393,84,29,275,37,15,1,12,3,,6300,368,5664,268,2013,106014233,Nonprofit - Corporation,
106034002,034002,SUTTER AMADOR HOSPITAL,AMADOR,Non-Profit - Corporation,General Acute Care Hospital,200 MISSION BLVD,JACKSON,95642,50-99,Y,N,,Rocklin -- District 4,District 5,District 8,,Ione/Jackson/Pine Grove/Sutter Creek,Rural,SMALL/RURAL,,Emergency - Basic,9756,7940,,,1696,1666,2519,2047,2029,2622,2007,1344,1431,335,,72,94,708,170,23,6,16623,585,100,26,26,5,,19,106,42,,16787,,,,,5849,4766,760,4519,1802,286,57,696,5,1317,337,1214,316,4630,722,28,1465,412,23,528,2189,909,2562,,,1486,107,105,12,126,4,25,315,12741,2158,60,405,48,99,5,,17696,60,17465,171,947,887,,,23,71,74,153,287,351,383,491,,1,,6,6,47,1,2,1758,14,137,24,62,265,14,4,20,1065,224,19,0,0,0,0,0,190,1197,50,228,169,22,11,366,327,41,117,271,175,22,27,47,1,25,268,46,68,,,,126,28,40,1,1,49,1529,9,1,14,13,8,,12,3,,1834,,1827,7,2013,106034002,Nonprofit - Corporation,
106040802,040802,ORCHARD HOSPITAL,BUTTE,Non-Profit - Corporation,General Acute Care Hospital,240 SPRUCE STREET,GRIDLEY,95948,1-49,Y,N,,St. Helena -- District 1,District 3,District 4,,Biggs/East Biggs/Gridley,Rural,SMALL/RURAL,,Emergency - Standby,5157,3893,,,1262,978,1244,1234,1087,1100,717,702,526,200,,144,107,2244,42,239,24,6250,413,170,4,1,,2,15,8,10,9,8353,64,,,1,4343,2093,30,1239,1345,67,16,288,10,954,123,504,375,2096,470,70,752,170,3,276,993,474,1406,3,,625,22,26,9,65,4,23,155,6904,974,44,142,3,47,7,,9050,93,7674,1283,312,244,,,10,28,23,60,88,95,116,135,,1,,1,1,72,9,7,462,4,42,14,11,2,4,,3,333,147,,0,0,0,0,0,161,306,1,50,38,,7,80,99,35,36,32,34,7,6,6,5,6,118,40,45,,,,20,3,11,,,8,502,4,,1,3,,,2,2,,556,2,505,49,2013,106040802,,
106040875,040875,FEATHER RIVER HOSPITAL,BUTTE,Non-Profit - Corporation,General Acute Care Hospital,5974 PENTZ ROAD,PARADISE,95969,100-149,N,N,,St. Helena -- District 1,District 3,District 4,,Magalia/Paradise/Stirling City,Rural,,,Emergency - Basic,11468,8722,,,2137,1848,2844,2449,2170,2940,1963,1513,1845,480,1,93,167,574,,40,153,19163,307,324,36,12,9,,16,105,5,3,19073,101,199,,,8196,6038,372,3606,1978,313,31,610,7,1461,223,1201,341,4569,1281,19,1221,824,15,669,2007,1032,4366,,,1653,91,175,15,153,9,85,286,15260,1842,101,363,49,99,9,,20190,14,20145,31,1984,1624,,,51,145,168,295,532,646,638,1082,13,38,,17,10,64,3,20,3494,,153,76,60,479,41,1,22,2179,597,,0,0,0,0,0,504,2316,54,466,268,43,27,644,577,94,229,707,414,53,56,75,2,30,394,52,209,,,2,278,50,373,1,2,152,2638,33,5,11,34,11,1,7,12,,3608,,3605,3,2013,106040875,Nonprofit - Corporation,
106040937,040937,OROVILLE HOSPITAL,BUTTE,Non-Profit - Corporation,General Acute Care Hospital,2767 OLIVE HIGHWAY,OROVILLE,95966,100-149,N,N,,St. Helena -- District 1,District 3,District 4,,Oroville/Palermo/Thermalito,Rural,,,Emergency - Basic,12528,10637,,,2293,2272,4262,3592,3411,3585,1527,1049,684,490,,550,1094,1551,547,316,20,19087,266,876,35,,,,,,338,6,21630,13,1,,,11458,4174,1009,4868,1656,461,43,391,8,1320,329,1186,462,4757,1996,15,2603,851,22,927,2442,1240,4112,,,1453,104,148,36,335,26,236,400,17707,1862,179,431,87,132,29,,23165,262,22565,338,5075,4160,,,171,627,739,1177,1832,1670,1409,1456,51,103,,275,292,397,99,9,7936,227,193,464,116,268,66,6,15,7164,920,23,0,0,0,0,0,2291,4651,191,935,1167,128,67,1179,1073,367,412,2380,884,292,101,285,15,144,680,292,927,,3,6,372,260,492,32,67,254,7375,146,21,48,64,15,6,56,27,,9235,210,8881,144,2013,106040937,Nonprofit - Corporation,
106040962,040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Non-Profit - Corporation,General Acute Care Hospital,1531 ESPLANADE,CHICO,95926,200-299,N,N,Level II,St. Helena -- District 1,District 3,District 4,,Chapmantown/Chico,Urban,,,Emergency - Basic,19093,16132,,2,3163,3700,7158,4972,3810,4540,2979,1880,2254,771,,464,1253,5083,417,1616,107,26287,142,388,88,,,1,,548,556,,33272,232,,,,11141,7730,3628,8754,3974,682,86,909,11,1774,462,1536,427,7640,2579,49,1625,1022,42,1881,2827,1286,10389,,,2381,253,274,36,577,19,308,359,26668,2802,337,877,171,129,36,,35227,417,32867,1943,4716,4878,,,210,591,568,799,1466,1834,1578,2408,43,97,,95,155,842,314,18,8082,88,125,135,369,1095,423,47,91,5701,1605,3,0,0,0,0,0,1455,5556,146,1546,891,36,137,1736,1480,349,608,772,1336,236,227,286,6,125,1459,349,443,,,9,709,104,701,64,30,30,7449,113,44,222,63,15,1,36,13,,9594,103,9047,444,2013,106040962,Nonprofit - Corporation,
106050932,050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Non-Profit - Corporation,General Acute Care Hospital,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,1-49,Y,N,,Rocklin -- District 4,District 5,District 8,,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,Rural,SMALL/RURAL,,Emergency - Basic,4375,4209,,,746,1007,1127,1048,1109,1083,1001,734,635,94,,64,78,352,13,53,101,7923,413,189,28,11,,,,126,94,2,7682,23,12,4,,2379,2276,1056,1858,1015,55,21,321,,523,191,504,184,2390,360,22,663,278,,501,766,460,1345,,,704,36,62,7,75,11,44,136,5993,1172,46,209,26,55,7,1,8584,34,8441,109,539,567,,,8,36,42,88,151,257,272,252,,,,6,12,26,12,9,1037,4,84,21,33,159,22,2,2,597,185,1,0,0,0,0,0,116,705,32,139,114,5,16,192,142,54,50,146,128,16,14,38,1,21,182,43,57,,1,,77,22,87,2,2,44,798,16,3,8,21,2,1,16,7,,1106,2,1092,12,2013,106050932,,
106060870,060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit - Corporation,General Acute Care Hospital,199 EAST WEBSTER STREET,COLUSA,95932,1-49,Y,N,Level IV,Sacramento -- District 3,District 3,District 4,,Colusa,Rural,SMALL/RURAL,,Emergency - Standby,2987,2636,,,895,701,811,695,590,569,413,356,408,185,,26,93,2244,108,19,7,3126,272,71,14,4,,,,68,46,,5116,32,,,,1973,1257,322,1588,483,179,7,174,,353,111,311,80,1472,356,8,363,45,5,185,483,192,1299,,,374,18,42,7,66,10,52,113,3921,808,20,127,12,49,4,,5623,19,4480,1124,311,225,,,23,53,56,62,94,64,66,105,2,11,,2,5,161,8,,353,7,40,20,8,27,,4,2,366,69,,0,0,0,0,0,107,224,4,101,100,17,6,79,130,37,56,28,38,4,4,8,,9,77,27,16,,,,15,4,15,2,,11,457,17,,3,4,1,,2,5,,536,1,446,89,2013,106060870,Nonprofit - Corporation,
106070904,070904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,Public - District,General Acute Care Hospital,2000 VALE ROAD,SAN PABLO,94806,150-199,N,N,,Tracy -- District 11,District 15,District 9,,Richmond Central/San Pablo Central,Urban,,,Emergency - Basic,20447,15015,,,4138,3600,6168,5225,4740,4832,2974,1780,1440,565,,1535,9078,17834,,1396,39,5580,353,497,77,16,6,,1,51,114,1,33968,150,42,24,162,2870,5983,905,16904,8800,864,68,754,2,2810,657,2207,1354,7509,2603,46,2101,877,24,1229,4241,2073,6038,5,,2111,395,230,25,563,21,234,369,27186,3190,115,750,50,201,22,,35462,196,34114,1152,2640,2282,,,17,159,225,514,952,1005,890,1160,,,,636,1739,767,115,6,1653,6,99,127,182,440,62,5,58,3076,850,23,0,0,0,0,0,891,2746,134,441,710,3,111,1258,639,252,254,296,403,56,92,93,2,39,881,123,419,,1,,208,94,458,10,24,256,3747,49,3,11,30,19,,10,3,,4922,123,4320,479,2013,106070904,Public - District,
106070924,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,Public - City or County,General Acute Care Hospital,2500 ALHAMBRA AVENUE,MARTINEZ,94553,150-199,N,N,,Sacramento -- District 5,District 14,District 3,,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,,,Emergency - Basic,27469,24766,,23,3045,3989,10760,9482,8860,9222,4271,1275,526,828,,3818,8388,13103,387,5478,,21084,390,963,,1568,,,14,734,4,124,46698,1742,21,,,22402,5126,9773,4937,10020,765,126,876,15,3024,574,2869,1291,6257,4874,111,2748,2911,37,8838,3951,2634,10350,,7,1628,54,96,12,624,16,75,285,45281,2579,127,672,159,191,458,1,52258,2128,41697,8433,3476,2942,1,,137,942,1003,997,1478,1042,470,311,39,,,697,1104,1592,146,9,2736,135,127,1,49,93,133,1,259,5489,155,112,0,0,0,0,0,3903,1341,116,418,641,706,87,748,1000,327,357,203,314,127,180,184,36,921,447,332,407,1,5,37,126,51,287,24,20,239,5458,81,3,18,53,17,3,21,18,,6419,357,5090,972,2013,106070924,Public - City or County,
106070934,070934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit - Corporation,General Acute Care Hospital,3901 LONE TREE WAY,ANTIOCH,94509,100-149,N,N,,Oakland -- District 9,District 11,District 7,,Brentwood Central and West/Oakley,Urban,,,Emergency - Basic,26496,18996,,1,6887,5730,8506,6518,5765,4877,2772,1654,1338,1446,,1428,13148,12989,72,1327,215,16314,461,797,52,198,21,,162,55,187,7,43244,100,,15,194,21099,6320,993,7556,9525,1545,143,674,7,2440,613,2741,1216,9210,3380,56,2415,1180,76,1061,5829,2228,10678,1,,2861,186,181,22,674,30,69,472,35304,4029,194,1118,102,216,35,,45493,491,40987,4015,3362,2893,,,115,359,469,807,1088,1100,984,1140,68,125,,418,1252,1125,101,46,3292,21,240,175,173,624,62,26,8,4214,733,,0,0,0,0,0,1596,3078,67,960,554,94,111,1243,1020,306,296,658,481,86,90,129,8,85,976,175,477,1,1,18,289,90,483,10,17,131,5103,43,6,14,45,11,1,9,2,1,6255,164,5650,441,2013,106070934,Nonprofit - Corporation,
106070988,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit - Corporation,General Acute Care Hospital,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,500+,N,N,Level II,Tracy -- District 11,District 16,District 7,,Clayton/Concord South/Walnut Creek Central and East,Urban,,,Emergency - Basic,20355,15414,,,3458,3536,4140,3857,4320,4297,3612,3071,4764,714,,2253,1638,2701,82,3112,386,25597,164,208,62,32,37,,3,27,204,,34593,378,54,,7,664,9348,3085,20002,2670,637,126,1039,3,1447,360,1743,589,10165,2249,19,1547,791,44,1024,2366,1151,10469,,,4008,113,278,13,240,7,293,420,24564,4196,296,1034,67,234,6,,35769,356,34836,577,5269,4625,,,300,546,552,733,1124,1325,1701,3293,115,205,,605,500,453,484,162,7680,10,417,60,397,1744,258,56,143,5062,1750,7,0,0,0,0,0,671,5712,180,2860,471,105,115,1454,1551,403,501,890,2205,238,265,306,23,103,1055,237,408,,5,30,891,60,983,163,41,618,6358,179,60,409,46,59,1,20,6,,9894,160,9600,134,2013,106070988,Nonprofit - Corporation,
106070990,070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,CONTRA COSTA,Non-Profit - Corporation,General Acute Care Hospital,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,200-299,N,N,,Tracy -- District 11,District 16,District 7,,Clayton/Concord South/Walnut Creek Central and East,Urban,,,Emergency - Basic,24999,20980,,2,4253,4363,4850,4668,5110,5789,5317,4628,6287,716,,4728,2216,5715,159,1422,632,31109,299,448,66,153,75,26,1,5,362,13,44030,369,2,7,125,2092,13634,504,28100,1651,682,266,2051,13,2547,842,2485,747,11640,2569,99,2532,1019,41,1453,2981,1258,12756,,,4355,193,556,27,173,34,305,478,32665,5289,359,1087,108,296,56,,45981,558,44295,1128,4344,3903,,,140,247,312,465,903,1473,1738,2795,51,123,,720,306,644,80,10,6456,31,204,42,279,1412,70,21,203,4752,1263,1,0,0,0,0,0,124,5428,14,2603,78,80,102,1578,1263,327,353,1849,826,113,192,160,7,117,715,211,331,,6,17,540,29,886,4,30,634,5856,137,17,27,21,22,2,27,15,,8247,105,8036,106,2013,106070990,Nonprofit - Corporation,
106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit - Corporation,General Acute Care Hospital,2540 EAST STREET,CONCORD,94520,200-299,N,N,,Tracy -- District 11,District 14,District 7,,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,,,Emergency - Basic,24780,19430,,,5807,4432,6718,6154,5692,5804,3630,2613,2326,1034,,1346,4886,12164,54,6099,211,19450,653,318,73,68,6,1,5,137,531,,41952,337,2,,127,15132,9503,1401,10178,7996,858,109,1105,2,2240,498,2469,1426,8781,2832,69,2448,1195,17,2185,5022,2157,10795,2,,2928,182,280,12,476,126,258,456,34382,3695,176,913,65,258,3,,44210,595,37757,5858,3296,3059,,,60,261,392,648,1156,1200,1136,1502,,,,466,666,814,523,5,3868,13,158,117,248,919,89,28,50,3637,1104,5,0,0,0,0,0,973,3740,17,1284,341,21,113,1236,1050,393,413,747,587,117,149,194,23,78,797,178,258,,1,,272,98,761,3,27,406,4637,58,2,11,43,23,,12,2,,6355,212,5755,388,2013,106071018,Nonprofit - Corporation,
106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,Investor - Corporation,General Acute Care Hospital,6001 NORRIS CANYON ROAD,SAN RAMON,94583,100-149,N,N,,San Jose -- District 15,District 16,District 7,,Alamo/Danville/Diablo/San Ramon,Urban,,,Emergency - Basic,7712,6588,,,1530,1655,1567,1636,2133,1997,1485,969,1148,180,,1056,640,762,10,1992,236,9604,170,173,24,59,4,3,,,75,,13773,19,,,,205,2861,561,9628,1045,165,42,532,1,713,188,813,252,4588,631,14,957,271,4,456,1076,501,3096,,,1556,61,161,6,47,15,105,190,9331,2244,132,303,51,93,5,,14300,185,14053,62,1395,1214,,,58,106,147,281,324,422,440,786,16,29,,216,64,96,225,38,1969,1,58,26,90,404,46,8,37,1563,375,2,0,0,0,0,0,118,1256,26,1190,19,12,37,495,548,99,202,229,242,67,38,70,1,54,297,80,130,,4,4,153,11,313,,2,189,1876,23,5,5,19,7,,6,,,2609,52,2547,10,2013,106074017,Investor - Corporation,
106074097,074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,CONTRA COSTA,Non-Profit - Corporation,General Acute Care Hospital,4501 SAND CREEK ROAD,ANTIOCH,94531,150-199,N,N,,Oakland -- District 9,District 11,District 7,,Brentwood Central and West/Oakley,Urban,,,Emergency - Basic,22034,16605,,,4763,4815,5307,4546,4939,4671,3425,2806,2441,926,,2413,9036,8217,185,1300,325,17163,304,549,43,140,35,9,,3,174,,37032,129,4,21,196,6361,7824,522,21076,2856,783,194,1264,12,2234,688,1937,943,8537,2623,62,2225,720,37,941,3402,1337,10700,,,2665,348,395,26,298,78,332,407,28374,4067,142,1119,92,256,40,,38639,356,36462,1821,2263,1943,,,38,174,240,411,564,875,911,988,4,1,,306,655,609,46,7,2566,17,215,35,141,773,45,5,46,2413,533,,0,0,0,0,0,185,2616,20,1287,98,26,59,884,638,177,175,1096,384,59,58,90,4,32,289,98,129,1,4,3,193,38,464,3,26,329,2998,74,7,11,20,15,1,24,3,,4206,60,3972,174,2013,106074097,Nonprofit - Corporation,
106084001,084001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit - Corporation,General Acute Care Hospital,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,1-49,Y,N,Level IV,Marysville -- District 2,District 2,District 2,,Crescent City/Gasquet/Klamath/Smith River,Rural,SMALL/RURAL,,Emergency - Basic,10091,8569,,,1511,1581,3060,2665,2334,2639,1758,1481,1265,366,,231,135,970,959,107,46,16212,559,259,46,26,,4,3,200,,,17335,228,,,,7909,4890,1141,2761,1959,240,44,694,4,1405,242,1002,395,3629,1798,31,985,732,10,756,1707,1108,3878,,,1496,84,98,18,331,11,90,162,14383,1351,107,365,51,93,20,,18660,132,18317,211,977,875,,,27,135,97,118,272,287,390,484,14,28,,58,12,23,8,7,1667,77,117,20,78,278,15,,,1097,230,17,0,0,0,0,0,254,1165,84,202,147,40,29,315,344,101,78,259,121,36,11,37,1,22,367,59,26,,,6,122,38,58,4,,51,1541,6,2,13,11,3,,2,1,,1852,18,1822,12,2013,106084001,Nonprofit - Corporation,
106090793,090793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit - Corporation,General Acute Care Hospital,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,100-149,Y,N,,Rocklin -- District 4,District 5,District 1,,South Lake Tahoe,Rural,SMALL/RURAL,,Emergency - Basic,8481,8572,,1,1639,1876,3607,2593,2239,2278,1408,717,455,242,,433,331,2950,45,387,76,12832,206,287,20,1,,,2,38,63,3,16084,6,311,33,,4576,2366,722,6449,2941,278,28,429,4,889,198,806,341,5343,1086,18,900,548,7,794,1464,540,3381,,,2259,73,63,14,188,6,71,216,11202,2091,268,419,40,127,17,,17054,212,15636,1206,687,676,,,43,151,166,116,228,262,187,152,16,42,,41,24,152,21,2,1120,3,74,26,19,141,15,5,1,999,79,4,0,0,0,0,0,327,509,33,411,83,50,12,165,266,44,60,129,226,23,24,31,2,43,207,35,45,,,1,125,13,55,5,10,69,988,41,10,12,14,2,,14,5,,1363,5,1279,79,2013,106090793,,
106090933,090933,MARSHALL  MEDICAL CENTER,EL DORADO,Non-Profit - Corporation,General Acute Care Hospital,1100 MARSHALL WAY,PLACERVILLE,95667,100-149,Y,N,Level III,Rocklin -- District 4,District 5,District 1,,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,SMALL/RURAL,,Emergency - Basic,12315,10058,,,2121,2414,3198,3051,2644,3013,2055,1573,1842,462,,149,239,1673,106,109,10,20087,721,254,49,76,6,,,,275,1,20818,113,1,4,55,7657,5484,1078,5934,2220,421,49,681,3,1187,287,1299,337,5841,1451,24,1165,1076,13,915,1839,923,4862,,,2060,105,196,16,221,63,197,362,15411,2658,131,702,94,147,10,,22373,20,21854,499,2152,1848,,,49,168,225,341,699,703,694,1107,2,12,,13,24,134,10,1,3796,22,187,48,126,206,8,6,56,2654,702,7,0,0,0,0,0,814,2459,26,559,142,37,37,735,652,151,229,578,353,182,73,104,2,59,582,87,132,,5,2,268,55,320,5,12,123,3020,45,9,64,32,12,1,23,11,,4000,4,3958,38,2013,106090933,Nonprofit - Corporation,
106100005,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit - Corporation,General Acute Care Hospital,2755 HERNDON AVENUE,CLOVIS,93611,200-299,N,N,,Bakersfield -- District 22,District 23,District 8,,Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,Rural,,,Emergency - Basic,24070,15791,,1,2605,4017,8278,7143,5446,4754,3202,2051,1951,415,,47,59,25719,163,638,54,13182,318,2638,48,16,22,2,62,45,364,1,36303,43,,,,12952,6256,2195,12229,6230,1791,113,771,12,2747,486,2721,775,8544,2819,100,1926,820,17,1588,3491,1774,9365,2,,2784,135,284,24,338,16,146,372,30994,3147,209,1081,196,124,12,,39862,447,38043,1372,3245,2341,,,59,352,482,577,792,993,937,1392,2,,,265,201,1248,166,13,3646,47,156,76,206,797,163,7,41,3437,703,,0,0,0,0,0,771,3058,32,1308,417,80,68,1039,1303,293,378,610,444,61,140,89,3,38,622,157,253,1,6,1,349,41,458,1,19,254,4366,49,1,16,12,9,,10,1,,5586,155,5213,218,2013,106100005,Nonprofit - Corporation,
106100697,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,Public - District,General Acute Care Hospital,1191 PHELPS AVENUE,COALINGA,93210,100-149,Y,N,,Tulare -- District 21,District 31,District 12,,Coalinga,Rural,SMALL/RURAL,,Emergency - Standby,3971,3651,,,1814,1114,1103,969,774,696,435,281,176,260,,65,254,4957,11,95,,2240,573,179,13,,,,,25,,,6815,17,,,,2345,787,804,3686,,271,11,173,1,453,85,369,232,1993,278,17,574,110,2,106,1008,278,1661,,,530,33,13,2,145,,18,118,5487,1004,40,126,20,76,10,,7622,7,5624,1991,132,130,,,4,11,19,33,43,44,47,61,,,,4,20,106,,1,131,,29,5,7,6,,,,148,31,36,0,0,0,0,0,38,123,46,32,23,1,4,50,35,15,20,20,12,4,3,3,4,3,47,13,28,,,,11,1,2,,,4,238,,,,,,,3,3,,262,,209,53,2013,106100697,Public - District,
