oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Unknown,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear,a_English,a_Spanish,a_All_Other,English,Spanish,All_Other
106370745,106370745,370745,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,92123,,NO,161b,,14 - San Diego/Imperial,San Diego,Acute Psychiatric,Non-Profit Corporation (incl. Church-related),Psychiatric,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,1,2,1,,,,,,,1,,1,,1,,1,,,,,2,,,2,,,0,0,0,0,0,,,2,1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,4,2009,4,,,,,
106370755,106370755,370755,PALOMAR MEDICAL CENTER,555 E. VALLEY PARKWAY,ESCONDIDO,92025,Level II,NO,156e,,14 - San Diego/Imperial,San Diego,General Acute Care,District,General Medical / Surgical,304,Basic,27486,21504,15,,7154,6006,8194,6079,6153,4960,2902,2469,3179,1909,,1436,2059,18460,590,803,255,25402,1103,,90,4,15,,46686,263,9,718,0,6,0,,111,14056,8026,2603,15530,8790,1814,,126,996,8,2799,891,2412,860,12253,2436,67,2189,1083,86,2449,5666,1593,11277,4356,208,366,21,615,33,35,572,35677,4185,292,2093,213,273,66,,49005,5697,5423,,1,288,848,776,1270,1716,1513,1671,2744,181,114,,357,260,2408,203,133,31,7729,287,185,436,1335,400,9,266,6385,1804,14,0,0,0,0,0,1930,5434,2333,1205,219,122,136,2186,6,1481,504,514,690,1912,193,252,273,8,657,1357,248,526,5,51,823,65,824,111,105,45,42,8135,145,76,565,115,55,15,,,11121,2009,9646,1179,296,40072,7698,1235
106370759,106370759,370759,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,92050,,NO,161g,,14 - San Diego/Imperial,San Diego,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,198,Basic,14877,11838,,,3181,3643,4940,3768,4146,3304,1400,952,749,627,5,2447,7458,10892,16,183,4,5715,195,2380,63,,,,23789,36,1,90,0,160,0,,1,12279,4860,999,2245,6332,789,,40,392,9,1040,394,1186,747,5879,1755,11,1229,735,10,2118,3306,970,6105,1561,69,244,9,650,47,4,186,20441,2426,82,737,53,107,99,,26715,3898,3450,,,141,686,741,1236,1354,953,977,1260,,,,1313,1502,2196,3,29,,2305,458,266,169,600,145,13,8,4771,909,9,0,0,0,0,0,2560,3468,282,943,95,194,63,1079,1,756,337,215,615,291,109,51,231,54,1928,724,84,616,,,179,39,341,29,7,26,10,6344,116,4,6,205,11,30,1,,7348,2009,6028,1037,283,22263,4162,290
106370771,106370771,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,92037,Level II,NO,161r,,14 - San Diego/Imperial,San Diego,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,293,Basic,12601,10585,,,1131,1896,4651,3713,3344,2777,1732,1593,2175,174,,1908,727,2000,36,1295,66,17154,682,352,62,,4,,21879,40,3,164,0,,0,,,1460,4743,2621,12030,2332,645,,54,722,3,982,318,1072,236,7132,1084,25,1456,885,25,1108,1657,716,5066,2245,140,247,11,365,77,110,222,15662,2487,271,1121,95,94,39,,23186,3231,3414,1,,179,621,461,709,913,842,1003,1918,,,,449,134,511,5,246,59,5242,167,98,249,937,185,8,6,3953,1037,6,0,0,0,0,0,333,3270,2198,618,227,60,45,1231,5,900,218,279,310,1884,167,204,204,5,93,588,158,295,,,779,63,475,122,13,15,17,4359,173,129,414,61,18,8,,,6646,2009,6286,134,226,22121,370,695
106370780,106370780,370780,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,92056,,NO,156d,,14 - San Diego/Imperial,San Diego,General Acute Care,District,General Medical / Surgical,368,Basic,31517,25646,,,8012,6738,10612,7100,6882,5517,3191,2754,4195,2162,,1913,3603,17844,67,2597,230,30909,1981,550,83,6,3,72,53521,425,12,328,0,,72,,110,15437,10064,6205,14892,10565,1912,,164,1469,14,2699,1147,2896,995,14957,2861,84,2954,1179,135,3069,6829,2138,11661,5201,328,535,27,941,57,80,648,41033,5774,311,1497,276,403,52,,57163,5828,4805,,,210,822,784,1220,1592,1265,1642,2899,119,80,,482,442,2002,12,443,21,7231,295,199,373,1219,276,23,383,6200,1646,19,0,0,0,0,0,1358,5858,1654,1337,426,187,128,2196,2,1592,497,564,512,1071,218,243,226,11,836,1420,284,616,1,29,693,88,726,29,61,76,38,8494,153,17,41,166,28,23,,,10633,2009,9695,851,87,51059,5747,357
106370782,106370782,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Level I,YES,161b,,14 - San Diego/Imperial,San Diego,General Acute Care,University of California,General Medical / Surgical,366,Comprehensive,26027,25508,,,1131,3210,11152,8530,9971,9042,4307,2218,1716,222,36,3500,7231,8055,151,2436,1092,29070,415,5211,39,13,,7,45738,103,2,,0,4,0,,3,8727,7544,6205,15803,13256,773,2,124,1020,15,1894,1022,2580,611,8187,4343,81,2221,8198,13,2234,3542,2050,12625,3011,109,246,31,1013,19,67,383,40498,4288,274,1107,211,202,76,,51535,4603,5098,,,122,918,1143,1596,2333,1512,1053,1020,4,,,588,1267,1847,30,351,105,5513,99,188,287,1007,265,,83,6746,834,192,0,0,0,0,0,2510,3486,1750,1686,269,138,221,1466,14,1414,515,513,947,1279,199,518,297,87,515,893,276,405,1,3,493,86,808,91,22,54,29,7747,115,22,75,108,17,27,7,,9701,2009,8517,958,226,49287,1696,552
106370875,106370875,370875,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,91911,,NO,161s,,14 - San Diego/Imperial,San Diego,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,243,Basic,25939,18024,,,5955,5723,7916,5992,5116,3904,2679,2834,2566,1278,,3104,2431,27013,28,902,2263,8222,659,1684,80,38,1,35,40954,214,2,107,0,159,0,29,1,12814,7621,3305,13458,6765,1951,,139,993,7,2642,713,2712,1206,9140,2905,58,2159,1009,94,988,5691,1442,10114,2957,180,549,16,394,14,218,340,33821,3962,192,987,101,220,12,,43963,4690,3977,,,102,487,546,875,1262,1345,1823,2222,5,,,899,398,4775,6,172,180,2237,285,162,311,1023,78,33,112,5466,1170,27,0,0,0,0,0,1798,4625,1225,889,130,99,103,2013,7,1377,468,586,732,670,164,336,203,23,62,1023,196,602,,3,347,33,611,32,13,621,10,6858,65,4,13,30,21,9,,,8667,2009,4964,3181,522,33020,9709,1234
106370977,106370977,370977,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,92064,,NO,161q,,14 - San Diego/Imperial,San Diego,General Acute Care,District,General Medical / Surgical,95,Basic,13504,10387,3,,2799,3092,3606,3014,3148,2389,1567,1475,2317,487,,1610,849,3447,141,1635,95,16117,734,,55,1,1,,22328,408,2,328,0,1,0,,36,4571,4874,1979,9627,2843,535,,50,552,3,1342,214,1247,302,6654,1379,23,1143,355,22,885,2500,715,5973,2357,169,188,8,143,10,2,327,16450,3007,207,746,90,174,16,,23894,2004,1536,,,68,154,200,282,411,417,674,1332,2,,,285,81,256,13,144,11,2750,171,24,194,220,156,1,62,1788,924,,0,0,0,0,0,365,2184,710,221,60,26,35,655,4,671,149,143,341,419,67,77,58,2,59,536,81,215,2,,285,43,216,,5,15,11,2818,62,2,6,47,27,3,,,3540,2009,3207,104,229,21552,1199,1143
106371394,106371394,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,92024,,NO,156a,,14 - San Diego/Imperial,San Diego,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,148,Basic,16437,13484,,,3139,3047,3851,3733,4066,3675,2427,2197,3335,451,,854,591,4337,38,713,126,23262,1065,475,35,,3,,27850,265,19,208,0,1,0,,,2923,7042,1485,14665,3806,495,1,126,1198,13,1455,393,1432,273,8654,1586,69,1566,877,35,849,2547,1063,7289,3257,114,355,10,211,139,149,446,20650,3306,263,721,84,189,27,,29921,2808,2377,,,61,219,326,460,758,745,821,1795,,,,140,84,568,4,97,17,4275,142,56,153,1052,188,,49,2560,985,,0,0,0,0,0,287,3038,1381,435,44,52,56,1148,2,1063,223,259,333,569,135,187,129,6,48,547,173,255,,,348,34,523,3,18,9,17,4107,63,5,10,39,9,,,,5185,2009,4821,282,82,27905,1542,474
106380857,106380857,380857,KAISER FND HOSP - SAN FRANCISCO,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,,NO,162h,,04 - West Bay,San Francisco,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,247,Basic,11561,10351,2,,1622,1375,3292,3175,3065,3087,2207,1800,1902,389,,4503,3506,3192,42,1031,841,8799,56,86,10,6,22,6,21035,73,16,214,17,,0,371,2,1281,4447,199,14508,1479,470,,100,732,6,1298,380,1133,442,4751,964,52,1060,497,18,1258,1616,631,6506,1134,48,127,7,247,9,,138,18202,1364,94,387,33,110,14,,21914,2348,2569,,,67,213,271,407,697,794,979,1366,41,82,,1339,834,513,6,67,17,2141,54,61,132,463,43,6,64,3613,481,,0,0,0,0,0,144,2571,2109,87,6,61,70,1256,4,903,219,299,365,413,71,133,110,4,43,528,86,342,,10,228,18,384,5,15,,10,4150,52,7,9,21,14,3,1,,4917,2009,4081,220,616,18740,1414,1760
106380929,106380929,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,2333 BUCHANAN STREET,SAN FRANCISCO,94115,,YES,162b,,04 - West Bay,San Francisco,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,295,Basic,20186,21654,,,6574,2486,5115,6524,6157,5334,3251,2283,2624,1491,1,7891,4076,984,128,62,20,28679,136,768,27,,1,,40819,,,88,0,,0,,1,2569,6560,242,32139,330,279,,106,737,10,1867,517,1912,1396,11061,2671,27,2643,821,90,1678,4569,1895,9561,3920,178,180,17,409,27,173,335,29951,5212,361,693,44,272,68,,41840,5035,4753,,,126,377,618,985,1401,1339,1561,3042,137,202,,2096,1046,306,29,34,3,6274,106,118,362,1034,174,206,234,6043,1511,,0,0,0,0,0,730,4232,4451,63,312,37,149,1693,14,1637,408,519,778,1127,276,373,263,10,485,988,316,692,,23,598,90,342,17,6,152,15,8265,206,12,19,46,13,6,1,,9788,2009,8364,151,1273,39187,440,2213
106380939,106380939,380939,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,SAN FRANCISCO,94110,Level I,YES,162c,,04 - West Bay,San Francisco,General Acute Care,City and/or County,General Medical / Surgical,403,Comprehensive,15711,24144,,,1986,2110,7992,7051,8147,7308,3036,1016,536,612,61,5311,10411,10175,232,848,427,12451,903,438,47,3,8,,37781,202,,473,0,,0,,,12663,3552,13704,4481,5455,396,1,143,793,5,1475,615,1530,699,10114,2232,38,1507,1108,11,6382,2636,1341,8829,2318,135,121,22,2490,7,99,121,28592,2441,373,2394,469,216,57,,39855,3407,6292,,,235,1157,1285,1905,2338,1369,665,600,47,96,2,1799,2348,2024,43,141,153,3191,424,322,259,275,163,35,323,7002,819,77,0,0,0,0,0,3775,2619,979,1612,714,54,99,1359,8,1061,311,346,324,1963,169,223,191,21,1819,866,347,530,2,6,651,124,167,422,37,246,29,7168,145,88,479,92,19,20,11,1,9699,2009,7686,884,1129,33578,3990,2287
106380960,106380960,380960,ST. FRANCIS MEMORIAL HOSPITAL,900 HYDE STREET,SAN FRANCISCO,94109,,NO,162b,,04 - West Bay,San Francisco,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,287,Basic,10920,15800,2,,385,901,5159,4645,5525,5317,2600,1106,1003,81,,2871,5058,2428,35,624,341,15365,134,951,37,35,3,3,25391,136,5,18,0,1,4,4,,5821,5409,3844,6283,5365,170,3,30,532,,1111,392,877,527,5900,2743,15,1592,786,4,2488,2251,1117,6184,1915,395,183,47,833,7,92,288,19238,3055,151,364,30,120,4,,26722,1434,2084,,,22,169,329,490,699,454,503,849,1,2,,964,583,176,6,31,31,1727,82,164,188,389,184,8,51,1956,496,,0,0,0,0,0,818,1653,596,51,400,3,38,564,,354,150,123,289,368,71,80,82,5,675,505,74,137,,,204,35,139,19,10,125,13,2729,99,1,7,98,7,19,13,,3518,2009,2820,41,657,24997,551,1174
106380964,106380964,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKES CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,,NO,162c,,04 - West Bay,San Francisco,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,150,Basic,14257,11622,1,,3436,2416,4235,4282,3881,3058,1665,1141,975,790,1,2558,7523,9274,45,5,,6475,183,164,8,,,,25410,,,1,0,,0,,114,10544,3983,1067,4674,5612,572,,53,373,3,1022,342,1367,1574,4722,1588,19,2056,1005,64,1777,3550,1178,4615,1299,58,71,5,425,18,70,193,20560,2448,90,437,32,99,75,,25880,1324,1015,,,29,143,169,221,325,311,416,646,35,44,,482,547,716,2,12,,580,106,64,78,186,5,8,61,1507,324,,0,0,0,0,0,582,1244,298,190,25,73,39,418,,353,149,153,214,161,54,53,38,,46,366,88,126,,8,104,29,217,7,1,84,5,1844,24,1,6,12,5,,,,2339,2009,1477,538,324,19626,5481,773
106380965,106380965,380965,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",450 STANYAN STREET,SAN FRANCISCO,94117,,YES,162g,,04 - West Bay,San Francisco,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,336,Basic,7631,8027,1,,229,820,3249,2610,2456,2220,1383,1121,1547,24,,2418,1761,1072,4,104,206,10094,5,296,14,20,1,11,15202,48,,39,0,,0,23,,2114,3919,424,5890,3312,64,,33,318,,784,246,781,248,4163,1134,6,641,702,,790,1390,873,3486,1246,24,145,17,162,2,85,148,11132,2123,146,279,20,65,65,,15659,1652,1524,,,27,108,147,242,369,438,528,1317,,,,830,311,179,1,14,15,1826,23,40,159,396,51,9,58,1619,821,,0,0,0,0,0,348,1987,594,13,234,4,55,694,1,498,118,163,228,292,111,108,71,3,51,506,168,105,,,215,18,164,5,6,155,10,2528,45,4,5,9,7,5,,,3176,2009,2734,51,391,14841,154,664
106381154,106381154,381154,UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,94122,,YES,162g,,04 - West Bay,San Francisco,General Acute Care,University of California,General Medical / Surgical,582,Basic,14831,12611,,,2600,2162,4597,4347,3953,3615,2533,1657,1548,425,5,2187,4761,2818,78,2362,2809,12427,113,119,24,60,5,13,26902,38,3,145,0,,0,,20,5621,5864,707,12311,2939,230,,144,661,12,1105,330,1405,760,5254,2103,99,2010,189,26,1596,2329,1103,8086,805,35,41,4,133,6,141,116,24115,1642,79,212,16,85,12,,27442,4045,4086,,,270,577,575,1041,1416,1231,1117,1477,104,323,,1764,1261,895,30,477,89,3615,102,119,309,1027,241,20,41,5550,713,9,0,0,0,0,0,1792,3714,2243,349,33,27,240,1511,29,1025,343,440,501,997,221,491,246,13,101,1012,243,670,2,19,324,60,699,21,30,64,23,6709,65,6,27,40,51,12,,,8131,2009,6422,355,1354,24074,888,2480
106382715,106382715,382715,CHINESE HOSPITAL,845 JACKSON STREET,SAN FRANCISCO,94133,,NO,162a,,04 - West Bay,San Francisco,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,54,Standby,2466,2093,,,315,331,288,254,404,469,520,1064,900,14,,4145,123,59,,10,18,204,56,59,4,,,,4432,2,,,0,3,0,,3,1119,1437,119,1582,302,9,,11,81,,238,93,236,110,1069,283,11,191,123,,25,480,154,1445,463,3,36,4,27,26,18,34,3409,447,14,34,3,40,1,,4559,787,654,,,6,9,21,32,78,145,456,694,,,,1416,11,3,,,,11,31,9,39,491,2,,1,671,197,,0,0,0,0,0,117,1206,84,11,23,,27,229,,237,79,80,39,123,22,112,12,1,6,315,28,131,,,96,5,51,2,,48,1,1220,13,,2,2,,,1,,1441,2009,50,1,1390,512,6,4041
106390846,106390846,390846,DAMERON HOSPITAL,525 WEST ACACIA,STOCKTON,95203,,NO,169b,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,202,Basic,16977,12929,1,,4415,4080,5092,4008,3866,3145,1743,1146,1137,1275,,2736,7278,10006,1,585,1,9300,169,875,77,,,1,28304,301,,136,0,,0,,44,11756,4116,927,9985,3123,913,,109,607,8,1500,452,1750,1011,7462,1542,25,1668,713,16,788,4200,1281,5862,1953,140,94,22,518,15,29,340,22194,3184,127,967,110,177,37,,29907,2804,2317,,,139,300,323,530,859,904,818,1043,69,136,,610,939,1081,1,99,,2391,110,115,240,266,28,90,32,3209,1030,1,0,0,0,0,0,952,2598,1335,191,45,101,96,916,4,866,257,299,270,366,89,84,101,6,42,897,124,593,,10,248,34,273,22,9,38,4,4349,64,7,30,31,9,1,2,,5121,2009,4722,179,220,28244,1091,572
106390923,106390923,390923,LODI MEMORIAL HOSPITAL,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,,NO,166,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,192,Basic,10446,8768,2,,2758,2235,2972,2269,2319,1847,1421,1186,1437,772,,320,393,5483,14,421,56,12529,578,1129,91,2,1,,17081,229,,73,0,6,26,,,6679,3887,1171,4733,2746,679,,90,539,4,1083,322,1141,231,4545,812,24,826,1552,18,620,2161,522,4047,1449,133,219,13,284,2,98,165,14389,1481,104,625,100,118,36,,19216,2886,2393,,,144,275,308,534,711,823,898,1350,79,157,,142,90,920,2,76,11,4038,213,107,155,616,52,5,80,3078,971,2,0,0,0,0,0,918,3048,812,398,103,65,53,957,3,885,262,311,294,451,101,64,100,4,66,807,142,705,,9,287,43,246,17,30,6,15,4473,60,14,45,34,7,2,,,5279,2009,4701,458,120,16447,2469,300
106391010,106391010,391010,SAN JOAQUIN GENERAL HOSPITAL,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,,NO,169b,,06 - North San Joaquin,San Joaquin,General Acute Care,City and/or County,General Medical / Surgical,196,Basic,19494,22692,1,,3528,4101,8166,6284,7569,6538,3106,1064,679,1152,,3194,8065,17028,62,863,194,12781,4713,4216,66,,,,32638,124,,9,0,1,420,,,13887,3592,5889,2460,16359,1294,,262,1607,17,3185,1128,2197,1205,7602,2888,112,2187,1755,62,1400,4469,2224,8593,1901,118,183,17,1177,22,14,373,33307,3118,167,1198,263,181,148,,42187,1693,2416,,,180,401,469,755,918,612,298,225,112,139,,432,700,1475,3,55,11,1433,155,94,176,98,47,,,3084,358,97,0,0,0,0,0,1305,849,221,1555,179,53,66,702,5,764,275,179,293,655,62,93,71,7,39,481,169,177,1,17,174,27,243,138,16,27,16,3171,71,17,130,41,16,21,1,,4109,2009,3133,717,259,33595,6864,1728
106391042,106391042,391042,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,,NO,169a,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,273,Basic,22489,17475,1,3,6882,4702,6423,4533,4926,4308,2631,1763,1921,1879,,2987,6792,15137,182,864,979,13027,506,3281,159,,3,1,35914,5,,93,3,,0,,3,16749,6657,1137,6209,9216,1180,,114,781,3,2009,655,1990,1014,8046,2506,42,2294,1684,32,1333,5446,1441,9398,2675,271,220,14,653,12,46,394,30845,3203,172,1069,94,247,53,,39968,4777,4011,,,246,436,527,856,1287,1495,1529,2010,164,238,,958,1115,2044,39,202,34,4396,127,172,388,945,106,47,85,5278,1639,1,0,0,0,0,0,1918,4602,1402,746,120,150,160,1721,6,1282,383,508,607,915,152,247,208,13,82,1470,286,582,2,14,540,94,394,83,39,395,23,6958,98,14,64,40,29,15,2,,8788,2009,7817,529,442,35223,3165,1580
106391056,106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BOULEVARD,TRACY,95376,,NO,163,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,82,Basic,17552,14053,,,6167,4125,4702,4650,4339,2865,1643,1087,845,1182,,2276,3515,10989,81,1298,113,13333,343,117,26,,,18,30733,71,,52,0,35,0,,210,10963,3404,904,10913,5421,765,,64,473,6,1566,325,1715,1594,6361,1898,25,3386,644,20,713,4898,1259,5893,2025,115,229,10,286,7,7,354,24485,2833,122,845,79,186,22,,31605,1243,1036,,,73,146,181,275,344,294,368,537,11,50,,198,153,537,3,96,,1292,152,10,68,124,13,,24,1579,309,,0,0,0,0,0,399,1179,481,185,35,34,34,354,,468,145,110,195,214,41,47,67,,25,369,64,110,,2,134,18,146,4,12,50,5,1826,38,3,25,12,5,1,,,2279,2009,1871,241,167,26529,4052,1024
106392287,106392287,392287,DOCTORS HOSPITAL OF MANTECA,1205 EAST NORTH STREET,MANTECA,95336,,NO,164.1,,06 - North San Joaquin,San Joaquin,General Acute Care,Investor - Corporation,General Medical / Surgical,73,Basic,11916,9781,,,3654,2864,3615,2858,2656,1989,1247,914,1003,897,,152,647,3555,7,295,263,16778,223,861,26,6,,3,20482,70,,22,0,1,0,,3,2136,3257,1193,12213,2898,329,,90,431,10,1090,313,1171,540,4969,1469,17,1476,473,47,493,3215,773,4791,1555,98,125,17,178,34,77,188,16206,2379,84,599,59,80,18,,21697,854,832,,,24,78,110,228,215,247,278,473,7,26,,17,59,131,2,28,68,1381,87,31,84,133,11,5,4,843,289,199,0,0,0,0,0,58,854,477,51,246,22,30,351,2,270,115,98,87,166,36,36,29,1,17,277,60,88,,1,126,20,141,9,17,68,2,1216,37,1,5,8,34,1,1,,1686,2009,1644,35,7,20260,1252,185
106394009,106394009,394009,KAISER FND HOSP-MANTECA,1777 WEST YOSEMITE AVENUE,MANTECA,95336,,NO,164.1,,06 - North San Joaquin,San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,61,Basic,23877,19622,2,,5340,5620,5622,5858,6836,5386,3452,2463,2032,892,,2549,2890,13561,362,884,382,22873,545,1152,49,8,40,11,40840,95,16,252,29,1,0,425,38,1604,6130,113,30930,4724,734,1,194,1189,5,2550,749,2169,709,9973,2620,60,2806,770,52,1256,4695,1360,11609,2752,173,368,18,302,40,,438,32621,5090,190,1086,102,281,40,,43501,2506,2095,1,,81,174,289,519,687,877,957,914,30,74,,244,269,890,28,86,14,3071,563,50,117,79,109,21,9,3116,538,,0,0,0,0,0,97,2322,1993,174,16,26,89,920,5,843,257,306,230,332,70,75,73,6,43,655,125,541,,6,172,30,185,3,,,10,4115,38,5,12,22,3,7,,,4602,2009,4338,203,61,39652,3432,417
106400466,106400466,400466,ARROYO GRANDE COMMUNITY HOSPITAL,345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,,NO,171,,08 - Mid-Coast,San Luis Obispo,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,53,Basic,10868,9025,,,2391,2522,2839,2337,2262,2223,1715,1532,1715,357,,195,199,3408,38,1075,258,14720,359,61,30,1,,,19382,4,3,53,0,,0,,,5061,4844,718,6815,2455,290,1,55,517,1,915,226,932,520,5151,1374,17,1117,767,16,490,1949,891,4664,1575,176,173,33,155,4,113,211,14124,2161,199,800,52,107,10,,19893,1051,936,,,49,92,77,163,280,307,375,640,,4,,19,31,188,4,70,3,1672,85,31,97,310,22,11,11,1145,273,2,0,0,0,0,0,185,1260,388,146,8,1,29,413,1,408,115,98,245,258,33,42,31,5,13,216,23,56,,,165,37,106,3,9,63,4,1505,22,7,24,27,3,11,1,,1987,2009,956,45,986,16186,988,2719
