oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,disp_Acute_Care,disp_Against_Medical_Advice,disp_Childrens_or_Cancer,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Other,disp_Invalid_Blank,disp_Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_inv_Payer,dx_Certain_Perinatal_Conditions,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health_St,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Unacceptable_principal_diagno,ED_Visit,All_Other_Languages,English,Spanish,Unknown_lang,blank_inv_lang,Zip_Blank_Invalid,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_racegrp_aman,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_nhpi,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_racegrp_inv_blank,a_eth_Hispanic,a_eth_NonHispanic,a_eth_Unknown,a_eth_Blank_Invalid,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_disp_Childrens_or_Cancer,a_disp_Disaster_Care_Site,a_disp_Other,a_disp_CAH,a_disp_Invalid_Blank,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_inv_Payer,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_dx_Certain_Perinatal_Condition,a_dx_Factors_Influencing_Health_,a_dx_Pregnancy_Childbirth,a_dx_Congenital,a_dx_Unacceptable_principal_diag,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish,a_Unknown_lang,a_blank_inv_lang,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Zip_Unknown,a_Zip_Foreign,a_Zip_Blank_Invalid,ED_STATIONS_ON_1231
106382715,382715,CHINESE HOSPITAL,General Acute Care Hospital,San Francisco,845 Jackson St,San Francisco,94133,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 11,District 17,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,2120,2173,1,31,73,276,324,351,608,731,836,1061,3,,11,3462,244,6,,121,99,351,,223,3890,181,,71,136,24,7,24,1,4,,2,2,,4013,8,2,,,,1057,1324,46,1652,215,,,288,,307,14,92,59,64,78,258,83,784,198,312,20,143,6,395,184,1008,1,4294,3122,1159,8,5,,,4179,9,79,23,4,492,609,,2,9,9,32,64,166,213,606,,,,,1052,14,1,,5,6,23,,28,1044,29,,33,17,38,313,12,4,,1,7,3,550,120,3,,,,,112,906,5,78,,,189,176,33,2,66,,97,222,75,10,15,54,13,110,13,20,,5,,,1,1101,996,105,,,,1093,6,2,,,,7
106384176,384176,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,General Acute Care Hospital,San Francisco,1101 Van Ness Ave,San Francisco,94109,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 11,District 17,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,9748,11269,,2072,1131,2195,3405,2551,2809,2425,2016,1947,466,,54,4303,3059,425,380,2599,153,10044,,2446,18261,310,,799,352,3,65,44,6,6,4,284,1,34,19296,121,2,,,,6377,4953,417,8139,1131,,42,1650,5,1060,57,195,228,225,420,1103,498,4808,1908,1228,39,698,369,1557,781,4142,4,21017,2337,18097,517,44,22,,17828,97,2474,273,345,2499,2993,,133,180,384,433,650,1037,1031,1414,115,115,,28,1391,646,78,189,557,39,2564,,555,4874,63,,175,167,276,1415,194,4,,25,49,51,2576,558,1,,,1,,1011,2750,50,1585,96,,1132,956,86,10,228,11,287,716,463,190,131,329,162,396,83,150,38,19,93,10,2,5492,1062,4215,185,25,5,5138,256,41,51,6,,35
106384202,384202,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,General Acute Care Hospital,San Francisco,3555 Cesar Chavez St,San Francisco,94110,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 11,District 17,Bernal Heights/Mission District/Potrero Hill,Urban,7489,8549,,654,752,2366,3074,2834,2410,1840,1106,875,127,,37,999,4074,280,706,5232,49,4661,,5850,10063,125,,258,278,1,8,18,2,12,5,240,3,12,15141,60,,,,,7457,2959,352,3489,1781,,9,838,,690,50,186,192,148,324,756,526,2972,2498,1164,18,656,297,1182,574,2957,1,16038,451,12557,3016,13,1,,13267,12,2476,78,205,1171,1200,,2,114,160,238,334,438,434,651,,,,6,247,472,38,203,625,14,766,,729,1622,20,,103,135,64,647,85,5,,10,4,10,1002,306,,,,,,690,1127,19,463,72,,340,370,24,4,142,1,176,486,215,60,66,47,70,215,82,59,,1,12,,1,2371,261,1678,427,5,,2127,226,11,5,1,1,16
106390846,390846,DAMERON HOSPITAL,General Acute Care Hospital,San Joaquin,525 W Acacia St,Stockton,95203,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,16456,12588,1,2482,2869,5676,5382,4080,3822,2515,1201,670,348,,10,1254,7356,1239,32,12538,40,6576,,11147,17711,126,61,481,871,,50,12,1,4,,40,6,1,27469,107,,3,,,18223,3666,686,4602,1868,,4,1278,5,2128,93,641,376,276,1692,1948,3034,5192,938,1774,44,910,633,3916,1391,2770,2,29045,226,27189,1601,25,4,40,27658,,1219,123,5,1393,1501,,16,114,276,342,530,673,531,412,,,,2,248,555,75,10,919,5,1080,,757,2126,7,4,76,582,157,712,75,,2,4,,1,1285,,,,,,,1191,1373,52,236,42,,537,386,23,,202,2,169,793,209,42,33,23,42,303,90,34,,6,,,,2894,99,2630,159,4,2,2660,217,12,1,,4,13
106390923,390923,ADVENTIST HEALTH LODI MEMORIAL,General Acute Care Hospital,San Joaquin,975 S Fairmont Ave,Lodi,95240,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 5,District 9,Lodi,Urban,20487,17096,3,3576,3372,5860,5849,4313,4443,3827,2904,2612,823,7,43,2921,1754,39,182,1642,634,30298,73,13207,23772,530,77,818,1022,1,48,18,20,115,94,86,4,,35120,237,,3,,,17310,8128,1330,7502,3191,125,43,2581,19,2593,174,570,936,267,2750,2444,2452,6499,1473,2240,214,1243,1027,3674,1338,5032,17,37586,655,32763,4143,8,17,30,35872,3,884,295,502,2547,2699,,61,235,376,471,768,999,1075,1194,28,39,,8,318,198,,52,157,43,4470,,1314,3879,48,5,238,144,196,851,199,33,1,7,14,11,2771,780,1,,,,,1372,3000,135,654,84,1,720,825,34,4,359,5,370,1433,355,88,74,77,134,485,131,89,12,10,40,1,,5246,103,4594,547,,2,5039,165,33,9,,,28
106391010,391010,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care Hospital,San Joaquin,500 W Hospital Rd,French Camp,95231,City or County,Level III,Emergency - Basic,,,150-199,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,14928,18690,13,2215,2796,6647,6705,4852,4352,3201,1278,973,612,,262,2240,6848,652,157,14315,325,8832,,13957,18702,971,1,224,1219,35,106,200,35,344,3397,252,25,108,27404,272,3,7,,,20634,3896,3030,2616,3455,,34,1633,14,1565,173,411,610,216,3766,1718,945,7868,1299,2711,69,1344,1075,2366,1132,4648,34,33631,796,28178,4651,6,,,32698,1,708,172,52,2479,5018,2,153,718,1008,1041,1375,1491,850,701,117,45,,82,595,1321,172,30,2648,62,2589,,2579,4764,156,,223,388,270,360,84,17,880,28,64,475,3950,753,4,,1,2,,3451,1899,1710,433,6,,934,762,109,10,453,3,296,1181,1680,230,194,135,254,483,199,239,81,38,213,3,2,7499,301,6168,1026,2,2,7132,340,25,,2,,27
106391042,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,General Acute Care Hospital,San Joaquin,1800 N California St,Stockton,95204,Investor - Limited Liability Company,,Emergency - Basic,,,300-499,District 5,District 13,Stockton North Central/Stockton Northeast,Urban,35396,28224,2,5442,5209,11740,10434,7690,8113,6331,4212,2944,1507,,166,4774,10022,12435,226,13964,668,21367,,25211,37861,550,,672,1638,3,204,198,36,31,18,877,5,10,59357,572,1,,,,32393,13034,620,12638,4934,3,74,4769,16,3943,229,1031,1190,500,1499,3764,2469,9489,3688,4533,187,2755,4619,5561,2293,10961,52,63622,1184,57012,5336,81,9,106,61097,1,2022,233,163,6849,6731,,185,747,1099,1235,2125,2859,2725,2263,238,104,,22,1117,1184,5268,33,1721,149,4086,,3868,9550,162,,340,622,710,2648,595,11,24,28,17,55,6412,2117,1,,,,,4021,7276,152,1938,190,3,2453,1359,126,8,681,16,767,4566,765,200,147,283,345,764,168,242,154,20,510,6,,13580,688,11801,1064,21,6,12937,562,42,11,,28,62
106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care Hospital,San Joaquin,1420 N Tracy Blvd,Tracy,95376,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 5,District 13,Tracy,Urban,12680,10554,,2312,2469,4035,3982,3178,2728,2000,1255,870,405,,124,2302,2294,334,816,9729,160,7475,,9650,13415,169,,418,166,9,34,37,7,40,138,109,,12,22191,70,3,,,,10124,2997,1042,7089,1982,,12,1512,9,1387,57,487,279,243,379,1438,1413,4305,924,1495,46,953,707,2921,803,3858,6,23234,1573,18737,2860,37,27,,22659,2,297,198,78,1353,1291,,30,104,210,309,382,545,542,508,4,10,,16,234,209,15,160,862,14,1134,,831,1792,21,,222,83,95,392,63,6,1,4,16,18,1499,244,,,,1,,609,1173,77,692,93,,381,418,33,3,163,,119,896,140,43,24,34,39,253,46,32,1,2,16,1,,2644,263,2049,321,6,5,2577,60,7,,,,14
106392287,392287,DOCTORS HOSPITAL OF MANTECA,General Acute Care Hospital,San Joaquin,1205 E North St,Manteca,95336,Investor - Corporation,,Emergency - Basic,,,50-99,District 5,District 12,Lathrop/Manteca,Urban,12635,9489,2,2162,2339,3760,3654,2812,2592,1927,1427,1061,392,,63,623,1278,17,90,10083,884,9088,,8404,12815,907,,324,268,11,25,10,3,,,45,,2,21411,27,,,,,11371,3735,719,4606,1687,8,19,1156,7,1467,79,498,419,191,460,1574,1090,4163,1002,1497,87,738,883,2656,908,3215,17,22126,91,21311,698,16,10,2,21633,,186,169,136,1311,1185,,18,88,149,216,375,512,551,584,,3,,8,81,127,,17,734,77,1452,,598,1796,102,,162,93,110,415,62,2,,2,5,12,1364,269,,,,,,196,1324,102,808,66,,446,433,34,2,152,5,163,527,177,35,40,70,66,224,54,44,,1,23,,,2496,12,2376,102,1,5,2396,74,18,1,,7,11
106394009,394009,KAISER FOUNDATION HOSPITAL - MANTECA,General Acute Care Hospital,San Joaquin,1777 W Yosemite Ave,Manteca,95337,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 5,District 12,Lathrop/Manteca,Urban,44314,38413,9,6382,6784,13458,12646,11580,11234,9099,5848,4351,1354,,669,6455,7197,1072,850,31873,1349,33271,,33333,48475,928,,1693,2067,6,62,272,82,30,4,536,23,4,77592,361,3,,,1,9518,14941,1440,52316,4450,71,81,6799,20,4158,408,1388,1138,872,3387,4635,4532,14476,2153,6002,134,3800,1770,6650,2489,17803,41,82736,1004,75118,6320,,294,15,82241,,274,204,2,3394,3738,,89,284,521,742,1144,1541,1497,1202,53,59,,51,624,654,58,77,1994,22,3652,,2077,5040,15,,288,123,305,1303,164,1,,10,14,2,4301,617,,,4,,,271,3676,20,3062,99,4,1139,1139,102,1,339,3,379,2252,395,80,83,92,161,585,135,134,16,3,90,4,,7132,127,6462,536,,7,7085,27,19,,,1,13
106400466,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",General Acute Care Hospital,San Luis Obispo,345 S Halcyon Rd,Arroyo Grande,93420,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 17,District 35,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,10227,8663,,1204,1569,2564,2585,2189,2451,2279,2125,1750,174,,59,259,210,182,56,3961,727,13436,,5614,12836,440,,605,229,,15,42,7,15,84,264,2,1,17594,30,2,,,,1315,5341,608,10557,1058,11,2,1375,1,1230,59,260,252,156,421,1172,643,4081,916,1384,46,679,277,1480,847,3596,13,18890,33,17455,1381,17,4,55,18304,4,295,214,18,873,858,,12,56,121,153,225,305,366,493,,,,5,29,12,14,2,193,30,1446,,281,1432,18,,106,53,32,389,72,3,,4,114,6,724,228,,,,,,325,1068,38,279,19,2,200,332,18,4,101,1,123,354,206,59,41,24,72,123,30,33,,7,2,1,,1731,7,1647,77,,,1653,67,10,,,1,14
106400480,400480,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care Hospital,San Luis Obispo,1911 Johnson Ave,San Luis Obispo,93401,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 17,District 35,San Luis Obispo,Rural,8059,7411,,486,811,2007,1839,1659,1989,2363,2300,1922,94,,37,161,283,25,22,1901,1279,11762,,1953,13026,491,,137,107,,31,50,12,10,79,396,2,5,14602,35,4,,,,792,5845,627,7696,495,15,6,1900,1,995,73,129,217,121,309,934,416,2677,933,1074,56,560,264,1044,635,3116,10,15470,44,14951,444,28,3,61,14722,2,487,193,5,1244,1460,1,9,79,123,177,308,570,681,751,6,,1,4,29,29,3,4,207,226,2203,,194,2423,88,,60,57,114,601,144,1,13,11,68,11,1268,357,,,,,,353,1792,101,442,14,3,657,400,33,7,102,1,162,566,232,62,42,99,72,164,33,43,6,4,18,2,,2705,16,2625,62,2,,2574,110,13,,,8,16
106400524,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care Hospital,San Luis Obispo,1010 Murray St,San Luis Obispo,93405,Investor - Corporation,Level III,Emergency - Basic,,,150-199,District 17,District 35,San Luis Obispo,Rural,8791,7758,3,1110,1633,3470,2548,1724,1797,1713,1250,999,308,,31,251,325,2010,31,2666,255,10983,,3099,13042,411,,271,76,15,16,65,4,,,216,1,2,15834,49,1,,2,,5571,3344,518,6180,938,1,22,857,11,1050,70,178,235,122,526,921,367,4085,937,966,56,611,1010,1162,647,2716,3,16552,41,15962,545,,4,2,15623,2,513,341,71,1349,1406,,67,219,282,224,321,489,446,517,121,69,,8,38,52,481,4,310,41,1821,,380,2308,64,3,61,68,80,567,91,3,80,41,52,17,1339,347,9,,,,,617,1253,85,760,40,,267,389,22,5,114,,111,401,548,93,76,94,89,204,42,35,93,,171,1,,2755,1,2676,77,,1,2582,138,29,2,,4,11
106400548,400548,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,General Acute Care Hospital,San Luis Obispo,1100 Las Tablas Rd,Templeton,93465,Investor - Corporation,,Emergency - Basic,SMALL/RURAL,,100-149,District 17,District 35,Atascadero/Templeton,Urban,12354,10267,,1730,2077,3461,3444,2559,2517,2754,2015,1753,311,,39,119,553,485,96,4554,473,16302,,5414,16516,691,,463,259,7,20,246,28,,,418,2,4,21108,50,1,1,14,,8468,5504,1012,6076,1554,7,25,1595,4,1645,103,295,359,151,311,1355,659,5098,1060,1564,81,942,982,1714,814,3861,3,22621,69,20641,1868,4,39,5,22019,2,235,200,160,1561,1515,,38,173,252,243,406,579,632,694,58,1,,12,15,74,25,10,417,43,2480,,481,2539,56,,106,87,89,798,57,1,49,46,37,12,1401,393,,,,,,666,1709,154,482,65,,425,526,14,2,190,,167,518,336,104,64,55,81,277,94,58,58,,106,,1,3076,12,2859,202,1,2,2923,123,25,3,1,1,23
106410782,410782,SAN MATEO MEDICAL CENTER,General Acute Care Hospital,San Mateo,222 W 39th Ave,San Mateo,94403,City or County,,Emergency - Basic,,,150-199,District 13,District 22,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,11892,13521,,1058,1597,4615,5148,4588,4111,2666,928,488,214,,141,1911,1130,24,485,4827,517,16378,,16521,8814,78,,253,268,,3,2,,390,479,625,,4,23213,120,,56,,,18937,2195,1438,1177,1666,,7,1292,5,1442,49,490,462,366,1680,1518,1643,3162,1745,2131,39,974,720,2217,1240,4203,28,25413,1601,11342,12434,36,,1,24075,3,1168,124,42,732,1101,,13,150,223,313,372,373,226,163,,,,11,238,91,,68,249,47,1129,,883,950,,,106,76,44,60,22,1,30,68,3,75,1138,209,,,,,1,1090,574,15,64,90,,195,234,15,2,119,,136,365,100,266,44,34,57,168,67,26,,1,4,,,1833,134,1004,694,1,,1670,152,7,4,,,15
106410806,410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,General Acute Care Hospital,San Mateo,1200 El Camino Real,South San Francisco,94080,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 13,District 19,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,14441,14099,2,1625,1647,3698,3938,3552,4007,3647,2979,3162,287,,99,7809,2001,363,665,8142,579,8884,,8033,20005,504,,319,188,6,21,191,38,28,54,149,8,4,27386,147,3,,,,3164,7177,619,15692,1890,,16,2714,1,1631,103,414,484,392,723,1645,921,5968,1277,1813,43,1267,360,2149,771,5848,2,28542,1339,24476,2615,1,111,10,27809,6,578,137,2,1958,2258,,11,96,191,298,536,794,940,1350,,,,17,1379,298,41,83,824,32,1542,,866,3318,32,,198,35,174,1134,203,9,,6,29,4,2056,367,,,1,,,206,2591,8,1351,60,,873,627,26,3,161,4,208,1230,266,58,59,97,67,314,72,133,,5,12,1,,4216,319,3574,318,,5,4161,44,11,,,,19
106410817,410817,AHMC SETON MEDICAL CENTER,General Acute Care Hospital,San Mateo,1900 Sullivan Ave,Daly City,94015,Investor - Limited Liability Company,,Emergency - Basic,,,300-499,District 11,District 19,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,6883,6644,,506,831,2236,1968,1851,1825,1815,1313,1121,61,,89,4339,1080,153,10,872,215,6769,,3661,9704,162,,157,135,5,47,2,,,32,2,1,7,13012,123,4,,,,4085,2549,563,5203,1127,,2,902,,669,76,192,139,132,1469,775,784,2112,726,983,13,428,134,1071,436,2474,10,13527,1902,10116,1461,47,1,,12765,6,480,133,143,1369,1464,,6,57,132,171,330,542,704,891,,,,9,1260,144,45,2,119,50,1204,,438,2347,48,,82,60,169,327,76,,25,5,12,23,1424,624,,,,6,,662,1484,96,551,39,1,649,388,19,11,147,,177,524,210,62,49,76,94,287,55,76,,8,,1,,2833,809,1817,202,3,2,2795,16,14,8,,,18
106410828,410828,AHMC SETON MEDICAL CENTER COASTSIDE,General Acute Care Hospital,San Mateo,600 Marine Blvd,Moss Beach,94038,Investor - Limited Liability Company,,Emergency - Standby,SMALL/RURAL,,100-149,District 13,District 22,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,571,585,,121,141,153,152,158,168,121,91,41,10,,7,44,8,13,,188,21,874,1,420,735,1,,41,39,,,,,1,,,,,1066,3,6,,,,392,171,40,460,93,,,57,,42,,57,5,19,24,59,43,394,23,50,,26,10,98,91,158,,1156,12,860,283,1,,,1119,,,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
106410852,410852,MILLS-PENINSULA MEDICAL CENTER,General Acute Care Hospital,San Mateo,1501 Trousdale Dr,Burlingame,94010,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 13,District 22,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,17742,16724,,1992,2591,4448,5153,4378,4463,4081,3273,3762,325,,47,4025,1942,680,2399,4995,451,19927,,8921,24932,613,,284,287,11,84,25,22,6,54,311,3,85,33073,221,,,,,9321,9478,1154,12683,1830,,22,2542,5,1755,122,437,398,274,1496,1952,1357,6722,3110,2008,82,1428,475,2658,1024,6592,7,34466,1397,30709,2269,74,17,,31383,88,2160,606,229,3677,3512,,256,348,455,460,909,1109,1364,2279,7,2,,18,977,264,106,565,571,71,4617,,1141,5937,111,,153,112,303,1742,332,3,1,43,63,80,3414,943,,,,,,929,4422,77,1620,141,,1305,933,116,14,252,9,333,1561,648,877,127,188,199,337,101,113,7,19,46,4,,7189,490,6333,340,24,2,6872,199,93,19,6,,26
106410891,410891,SEQUOIA HOSPITAL,General Acute Care Hospital,San Mateo,170 Alameda,Redwood City,94062,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 13,District 22,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,6649,5472,,646,883,1444,1610,1502,1714,1481,1237,1528,76,,16,952,456,64,88,3232,363,6950,,3210,8848,63,,34,51,6,19,37,3,17,5,24,,2,11889,30,4,,,,3108,3323,155,4918,614,3,7,995,3,875,24,241,111,135,203,776,345,2839,352,719,32,456,218,1139,391,2255,5,12121,69,10787,1253,6,6,29,11768,2,168,148,6,1079,964,,6,32,79,132,226,334,456,774,4,,,5,151,47,5,24,262,29,1520,,245,1787,11,,33,15,75,426,84,5,,2,14,19,1105,263,,1,,1,,183,1394,4,446,14,2,444,333,15,4,105,1,102,326,264,23,39,49,55,177,46,34,4,4,17,1,,2043,27,1892,123,1,,2007,20,14,,1,1,17
106414139,414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,General Acute Care Hospital,San Mateo,1100 Veterans Blvd,Redwood City,94063,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 13,District 22,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,12480,12181,1,1443,1670,3345,3656,3204,3380,2864,2303,2476,320,1,73,2867,1469,284,571,7835,797,10766,,7832,15902,928,,148,382,6,21,300,29,14,50,154,8,6,23410,134,,,,,2845,5744,630,13744,1698,1,16,2124,3,1134,69,331,314,340,937,1159,778,5650,997,1570,58,1150,412,1614,735,5263,8,24662,431,21476,2683,,72,5,23988,1,537,126,5,1429,1506,,22,93,170,221,391,515,593,928,2,,,6,391,177,19,73,546,55,1668,,577,2268,90,,117,48,115,876,175,,1,7,30,,1320,245,,,1,,,153,1721,5,987,69,,645,459,16,1,117,,117,710,247,59,77,67,84,172,53,66,1,4,39,1,,2935,83,2601,250,,1,2869,54,12,,,,24
106420483,420483,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care Hospital,Santa Barbara,351 S Patterson Ave,Santa Barbara,93111,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 19,District 37,Goleta South/Isla Vista/Santa Barbara South,Urban,8213,7750,5,907,1680,3504,1966,1481,1846,1723,1351,1374,136,,57,723,425,125,41,611,146,13719,121,5257,10361,337,13,328,,,2,8,5,860,95,10,6,3,14622,29,,,,,4602,9690,532,228,916,,2,927,3,1008,57,219,185,179,742,921,554,3987,920,928,23,611,251,1362,628,2454,7,15968,165,14165,1629,8,1,,15031,7,611,273,46,276,233,,4,28,25,38,59,90,83,182,,,,5,12,5,4,,49,3,429,2,93,405,11,,29,,5,70,14,,1,,22,2,272,94,,,,,,80,272,20,128,9,,29,67,5,,28,,45,78,126,11,27,,7,52,21,11,,,1,1,,509,5,474,29,1,,483,19,6,1,,,23
106420491,420491,LOMPOC VALLEY MEDICAL CENTER,General Acute Care Hospital,Santa Barbara,1515 E Ocean Ave,Lompoc,93436,District,,Emergency - Basic,SMALL/RURAL,,50-99,District 19,District 35,Lompoc/Mission Hills/Vandenberg,Rural,9148,7596,1,1488,1482,3084,2867,2002,1950,1443,1012,1099,318,,123,222,1062,300,26,7014,451,7547,,7621,8395,729,,471,374,1,15,67,11,1,110,118,6,5,15530,36,,,,,8160,3427,1196,2920,1042,,4,1237,1,1021,62,268,263,144,1032,899,436,3103,837,983,36,734,523,1389,779,2993,1,16745,26,15021,1686,12,,,16019,7,578,137,4,860,794,,29,110,156,170,213,269,285,404,9,9,,12,24,91,26,3,460,94,944,,481,1038,135,,92,64,40,390,38,,98,14,7,,613,297,1,,,,,440,861,140,185,28,,217,323,20,4,108,1,86,266,139,47,29,30,51,170,70,65,4,4,19,,1,1654,1,1518,135,,,1589,60,5,,,,10
106420493,420493,MARIAN REGIONAL MEDICAL CENTER,General Acute Care Hospital,Santa Barbara,1400 E Church St,Santa Maria,93454,Non-profit Corporation (incl. Church-related),Level III,Emergency - Basic,,,300-499,District 19,District 35,Orcutt/Santa Maria,Urban,23411,19733,1,5230,4746,7377,6568,4660,4225,3549,2620,2674,1496,,58,741,781,149,84,14950,1252,25130,,27141,15501,503,,264,441,2,61,47,22,21,481,391,2,8,41324,70,11,,,,4637,7921,1391,25997,2821,378,113,2312,16,2608,103,685,536,347,1097,2429,2675,8065,2152,2444,122,1758,1893,4290,1615,7866,19,43145,103,31106,11587,52,297,96,42319,,525,204,1,3309,3578,,163,409,596,574,967,1221,1242,1526,112,77,,12,223,107,33,12,1429,198,4873,,3029,3742,116,,133,124,309,1305,229,2,5,17,157,38,3720,846,1,,,1,,2029,3538,210,938,160,12,1067,1058,74,7,410,3,409,1649,745,157,165,152,149,468,71,123,40,10,126,4,,6887,23,5348,1457,17,42,6671,187,28,1,,,32
